quote_id,novel,has_gold,gold_rank,quote_type
AlicesAdventuresInWonderland_401,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_402,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_403,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_404,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_405,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_406,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_407,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_408,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_409,AlicesAdventuresInWonderland,False,-1,Anaphoric
AlicesAdventuresInWonderland_41,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_410,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_411,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_412,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_413,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_414,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_415,AlicesAdventuresInWonderland,True,3,Anaphoric
AlicesAdventuresInWonderland_416,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_417,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_418,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_419,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_42,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_420,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_421,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_422,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_423,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_424,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_425,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_426,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_427,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_428,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_429,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_43,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_430,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_431,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_432,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_433,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_434,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_435,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_436,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_437,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_438,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_439,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_44,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_440,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_441,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_442,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_443,AlicesAdventuresInWonderland,True,3,Explicit
AlicesAdventuresInWonderland_444,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_445,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_446,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_447,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_448,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_449,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_45,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_450,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_451,AlicesAdventuresInWonderland,True,4,Anaphoric
AlicesAdventuresInWonderland_452,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_453,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_454,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_455,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_456,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_457,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_458,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_459,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_46,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_460,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_461,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_462,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_463,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_464,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_465,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_466,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_467,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_468,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_469,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_47,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_470,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_471,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_472,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_473,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_474,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_475,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_476,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_477,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_478,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_479,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_48,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_480,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_481,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_482,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_483,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_484,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_485,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_486,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_487,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_488,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_489,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_49,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_490,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_491,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_492,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_493,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_494,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_495,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_496,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_497,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_498,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_499,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_5,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_50,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_500,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_501,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_502,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_503,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_504,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_505,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_506,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_507,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_508,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_509,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_51,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_510,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_511,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_512,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_513,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_514,AlicesAdventuresInWonderland,True,1,Implicit
AlicesAdventuresInWonderland_515,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_516,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_517,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_518,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_519,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_52,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_520,AlicesAdventuresInWonderland,True,1,Implicit
AlicesAdventuresInWonderland_521,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_522,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_523,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_524,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_525,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_526,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_527,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_528,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_529,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_53,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_530,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_531,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_532,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_533,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_534,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_535,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_536,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_537,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_538,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_539,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_54,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_540,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_541,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_542,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_543,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_544,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_545,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_546,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_547,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_548,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_549,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_55,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_550,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_551,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_552,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_553,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_554,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_555,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_556,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_557,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_558,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_559,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_56,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_560,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_561,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_562,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_563,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_564,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_565,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_566,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_567,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_568,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_569,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_57,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_570,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_571,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_572,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_573,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_574,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_575,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_576,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_577,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_578,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_579,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_58,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_580,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_581,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_582,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_583,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_584,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_585,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_586,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_587,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_588,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_589,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_59,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_590,AlicesAdventuresInWonderland,False,-1,Anaphoric
AlicesAdventuresInWonderland_591,AlicesAdventuresInWonderland,True,5,Explicit
AlicesAdventuresInWonderland_592,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_593,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_594,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_595,AlicesAdventuresInWonderland,True,3,Explicit
AlicesAdventuresInWonderland_596,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_597,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_598,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_599,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_6,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_60,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_600,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_601,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_602,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_603,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_604,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_605,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_606,AlicesAdventuresInWonderland,False,-1,Anaphoric
AlicesAdventuresInWonderland_607,AlicesAdventuresInWonderland,True,9,Explicit
AlicesAdventuresInWonderland_608,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_609,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_61,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_610,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_611,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_612,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_613,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_614,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_615,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_616,AlicesAdventuresInWonderland,True,3,Explicit
AlicesAdventuresInWonderland_617,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_618,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_619,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_62,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_620,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_621,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_622,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_623,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_624,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_625,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_626,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_627,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_628,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_629,AlicesAdventuresInWonderland,True,3,Explicit
AlicesAdventuresInWonderland_63,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_630,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_631,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_632,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_633,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_634,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_635,AlicesAdventuresInWonderland,True,5,Explicit
AlicesAdventuresInWonderland_636,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_637,AlicesAdventuresInWonderland,False,-1,Anaphoric
AlicesAdventuresInWonderland_638,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_639,AlicesAdventuresInWonderland,True,5,Explicit
AlicesAdventuresInWonderland_64,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_640,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_641,AlicesAdventuresInWonderland,True,6,Anaphoric
AlicesAdventuresInWonderland_642,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_643,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_644,AlicesAdventuresInWonderland,True,1,Anaphoric
AlicesAdventuresInWonderland_645,AlicesAdventuresInWonderland,True,3,Explicit
AlicesAdventuresInWonderland_646,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_647,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_648,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_649,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_65,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_650,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_651,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_652,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_653,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_654,AlicesAdventuresInWonderland,True,3,Explicit
AlicesAdventuresInWonderland_655,AlicesAdventuresInWonderland,True,3,Anaphoric
AlicesAdventuresInWonderland_656,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_657,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_658,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_659,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_66,AlicesAdventuresInWonderland,True,3,Explicit
AlicesAdventuresInWonderland_660,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_661,AlicesAdventuresInWonderland,True,4,Explicit
AlicesAdventuresInWonderland_662,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_663,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_664,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_665,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_666,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_667,AlicesAdventuresInWonderland,True,4,Explicit
AlicesAdventuresInWonderland_668,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_669,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_67,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_670,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_671,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_672,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_673,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_674,AlicesAdventuresInWonderland,True,3,Explicit
AlicesAdventuresInWonderland_675,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_676,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_677,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_678,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_679,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_68,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_680,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_681,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_682,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_683,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_684,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_685,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_686,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_687,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_688,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_689,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_69,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_690,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_691,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_692,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_693,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_694,AlicesAdventuresInWonderland,False,-1,Explicit
AlicesAdventuresInWonderland_695,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_696,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_7,AlicesAdventuresInWonderland,True,2,Anaphoric
AlicesAdventuresInWonderland_70,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_71,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_72,AlicesAdventuresInWonderland,True,2,Explicit
AlicesAdventuresInWonderland_73,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_74,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_75,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_76,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_77,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_78,AlicesAdventuresInWonderland,True,1,Explicit
AlicesAdventuresInWonderland_79,AlicesAdventuresInWonderland,False,-1,Explicit
