Quote_ID,Failure_Category,Gold_Speaker,Candidate_List,Quote,Context (Referring Expression),Explicit Signals Present?,Pronouns Detected,Proper Names Detected,Dialogue Tag Detected,Previous Speaker,Conversation Turn Index,Discourse Context Length,ANNOTATION: Primary Category,ANNOTATION: Secondary Category,ANNOTATION: Evidence,ANNOTATION: Context Window Needed,ANNOTATION: Confidence,ANNOTATION: Explicit Alternative Feasible?,ANNOTATION: Notes,LR_Prediction,GBM_Prediction
AlicesAdventuresInWonderland_667,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It must have been that, unless it was written to
nobody, which isn't usual, you know.",said the King,No,None,King,said,The Queen,668.0,13.0,,,,,,,,Hare,The White Rabbit
PrideAndPrejudice_366,GBM_Only,George Wickham,Elizabeth | Mr. Darcy | George Wickham | The Late Mr. Darcy,"A thorough, determined dislike of me--a dislike which I cannot but
attribute in some measure to jealousy. Had the late Mr. Darcy liked me
less, his son might have borne with me better; but his father's uncommon
attachment to me, irritated him I believe very early in life. He had not
a temper to bear the sort of competition in which we stood--the sort of
preference which was often given me.",nan,Yes,None,None,None,George Wickham,367.0,3.0,,,,,,,,The Late Mr. Darcy,George Wickham
PrideAndPrejudice_498,Both_Fail,Elizabeth,George Wickham | Mr. Collins | Mr. Bingley | Mr. Bennet | Miss Bingley | Elizabeth | Lydia | Jane | Mrs. Bennet,It is only evident that Miss Bingley does not mean he _should_.,nan,No,None,None,None,Jane,499.0,3.0,,,,,,,,George Wickham,George Wickham
AlicesAdventuresInWonderland_122,Explicit_Present_But_Fail,Alice,Bill | Pat | The White Rabbit | Alice,"I'll put a stop to
this,",she said to herself,Yes,she,None,said,The White Rabbit,123.0,19.0,,,,,,,,The White Rabbit,The White Rabbit
AlicesAdventuresInWonderland_661,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It's the oldest rule in the book,",said the King,No,None,King,said,The Queen,662.0,13.0,,,,,,,,Hare,Alice
PrideAndPrejudice_1018,GBM_Only,Elizabeth,George Wickham | Miss Darcy | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Lydia,Yes; he introduced us to his sister.,nan,Yes,None,None,None,Elizabeth,1019.0,3.0,,,,,,,,Mr. Darcy,Elizabeth
PrideAndPrejudice_838,Both_Fail,Mrs. Gardiner,George Wickham | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"This fine account of him, is not
quite consistent with his behaviour to our poor friend.",whispered her aunt,No,her,None,whispered,Mrs. Reynolds,839.0,18.0,,,,,,,,Mrs. Reynolds,Mrs. Reynolds
PrideAndPrejudice_1255,GBM_Only,Elizabeth,Elizabeth | Mr. Darcy | Mr. Bennet | Mrs. Bennet,"You may as well call it impertinence at once. It was very little less.
The fact is, that you were sick of civility, of deference, of officious
attention. You were disgusted with the women who were always speaking
and looking, and thinking for _your_ approbation alone. I roused, and
interested you, because I was so unlike _them_. Had you not been really
amiable you would have hated me for it; but in spite of the pains you
took to disguise yourself, your feelings were always noble and just; and
in your heart, you thoroughly despised the persons who so assiduously
courted you. There--I have saved you the trouble of accounting for it;
and really, all things considered, I begin to think it perfectly
reasonable. To be sure, you knew no actual good of me--but nobody thinks
of _that_ when they fall in love.",nan,Yes,None,None,None,Elizabeth,1256.0,3.0,,,,,,,,Mr. Bennet,Elizabeth
PrideAndPrejudice_491,Explicit_Present_But_Fail,Mr. Collins,Mr. Collins | Mr. Bennet | Elizabeth | Charlotte Lucas | Lydia | Mrs. Bennet,"My dear Madam, let us be for ever silent on this point.
Far be it from me,",replied he,Yes,he,None,replied,Mrs. Bennet,492.0,10.0,,,,,,,,Mr. Bennet,Mr. Bennet
DaisyMiller_341,Both_Fail,Daisy Miller,Eugenio | Mrs. Walker | Randolph | Mrs. Miller | Daisy Miller | Winterbourne,"Goodbye, Eugenio! I m going
to take a walk.",cried Daisy,No,None,Daisy,cried,Mrs. Miller,342.0,11.0,,,,,,,,Mrs. Miller,Mrs. Miller
PrideAndPrejudice_737,GBM_Only,Mr. Collins,Mr. Collins | Lady Catherine De Bourgh | Elizabeth | Mr. Darcy | Charlotte Lucas,"You may, in fact, carry a very favourable report of us into
Hertfordshire, my dear cousin. I flatter myself at least that you will
be able to do so. Lady Catherine's great attentions to Mrs. Collins you
have been a daily witness of; and altogether I trust it does not appear
that your friend has drawn an unfortunate--but on this point it will be
as well to be silent. Only let me assure you, my dear Miss Elizabeth,
that I can from my heart most cordially wish you equal felicity in
marriage. My dear Charlotte and I have but one mind and one way of
thinking. There is in every thing a most remarkable resemblance of
character and ideas between us. We seem to have been designed for each
other.",nan,Yes,None,None,None,Mr. Collins,738.0,3.0,,,,,,,,Lady Catherine De Bourgh,Mr. Collins
PrideAndPrejudice_557,GBM_Only,Mrs. Gardiner,Mr. Bennet | Mr. Bingley | Mrs. Gardiner | Elizabeth | Mr. Gardiner | Jane | Mrs. Bennet,"Oh, yes!--of that kind of love which I suppose him to have felt. Poor
Jane! I am sorry for her, because, with her disposition, she may not get
over it immediately. It had better have happened to _you_, Lizzy; you
would have laughed yourself out of it sooner. But do you think she
would be prevailed on to go back with us? Change of scene might be of
service--and perhaps a little relief from home, may be as useful as
anything.",nan,Yes,None,None,None,Mrs. Gardiner,558.0,3.0,,,,,,,,Mr. Bennet,Mrs. Gardiner
PrideAndPrejudice_1047,Both_Fail,Mr. Bennet,Kitty | Jane | Mrs. Philips | Mr. Bingley | Mr. Bennet | Elizabeth | Mary | Lydia | Mrs. Bennet,"No, no. You forced me into visiting him last year, and promised if I
went to see him, he should marry one of my daughters. But it ended in
nothing, and I will not be sent on a fool's errand again.",nan,No,None,None,None,Elizabeth,1048.0,3.0,,,,,,,,Mrs. Philips,Elizabeth
PrideAndPrejudice_811,GBM_Only,Mrs. Gardiner,George Wickham | Mr. Bennet | Mrs. Gardiner | Elizabeth | Mr. Gardiner,"If it were merely a fine house
richly furnished, I should not care about it myself; but the
grounds are delightful. They have some of the finest woods in the
country.",said she,No,she,None,said,Elizabeth,812.0,8.0,,,,,,,,George Wickham,Mrs. Gardiner
PrideAndPrejudice_1007,GBM_Only,George Wickham,George Wickham | Elizabeth | Lydia | Jane | Mrs. Bennet,"I should be sorry indeed, if it were. _We_ were always good friends;
and now we are better.",nan,Yes,None,None,None,George Wickham,1008.0,3.0,,,,,,,,Lydia,George Wickham
PrideAndPrejudice_865,GBM_Only,Elizabeth,George Wickham | Jane | Mr. Bingley | Miss Bingley | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Lydia,"I have just had a letter from
Jane, with such dreadful news. It cannot be concealed from any one. My
youngest sister has left all her friends--has eloped;--has thrown
herself into the power of--of Mr. Wickham. They are gone off together
from Brighton. _You_ know him too well to doubt the rest. She has no
money, no connections, nothing that can tempt him to--she is lost for
ever.",she spoke,No,she,None,None,Mr. Darcy,866.0,9.0,,,,,,,,Jane,Elizabeth
PrideAndPrejudice_799,Both_Fail,Elizabeth,George Wickham | Kitty | Mr. Bennet | Elizabeth | Lydia | Mrs. Bennet,Nearly three weeks.,nan,No,None,None,None,Mr. Bennet,800.0,3.0,,,,,,,,Mr. Bennet,Mr. Bennet
PrideAndPrejudice_1251,Both_Fail,Elizabeth,Mr. Bennet | Mr. Bingley | Elizabeth | Mr. Darcy | Mrs. Bennet,"How could
you begin? I can comprehend your going on charmingly, when
you had once made a beginning; but what could set you off in the first
place?",said she,No,she,None,said,Mrs. Bennet,1252.0,8.0,,,,,,,,Mrs. Bennet,Mrs. Bennet
PrideAndPrejudice_448,Both_Fail,Mrs. Bennet,Lady Lucas | Mr. Collins | Miss Bingley | Elizabeth | Mr. Darcy | Jane | Mrs. Bennet,"What is Mr. Darcy to me, pray, that I should be afraid of him? I am
sure we owe him no such particular civility as to be obliged to say
nothing _he_ may not like to hear.",nan,No,None,None,None,Mr. Collins,449.0,3.0,,,,,,,,Mr. Collins,Mr. Collins
PrideAndPrejudice_345,Explicit_Present_But_Fail,Mrs. Bennet,Kitty | Mr. Collins | Mr. Bennet | Elizabeth | Lydia | Mary | Jane | Mrs. Bennet,"As to
her _younger_ daughters she could not take upon her to say--she could
not positively answer--but she did not _know_ of any prepossession;--her
_eldest_ daughter, she must just mention--she felt it incumbent on her
to hint, was likely to be very soon engaged.",produced from her amid very complaisant smiles and general encouragement a caution,Yes,her,None,None,Lydia,346.0,82.0,,,,,,,,Mr. Bennet,Mr. Bennet
AlicesAdventuresInWonderland_15,Explicit_Present_But_Fail,Alice,The White Rabbit | Alice,"Which way? Which
way?",She ate a little bit and said anxiously to herself,Yes,she,She,said,Alice,16.0,50.0,,,,,,,,The White Rabbit,The White Rabbit
PrideAndPrejudice_605,Both_Fail,Elizabeth,Mr. Collins | Sir William Lucas | Lady Catherine De Bourgh | Mrs. Gardiner | Elizabeth | Charlotte Lucas | Mrs. Jenkinson | Miss De Bourgh | Maria,A little.,nan,No,None,None,None,Mr. Collins,606.0,3.0,,,,,,,,Mr. Collins,Mr. Collins
AlicesAdventuresInWonderland_222,Explicit_Present_But_Fail,Alice,The Baby | The Duchess | Alice,"If it had grown up, it would have made a dreadfully ugly child: but it makes
rather a handsome pig, I think.",she said to herself,Yes,she,None,said,Alice,223.0,19.0,,,,,,,,The Duchess,The Duchess
PrideAndPrejudice_450,Both_Fail,Mr. Bennet,Mrs. Hurst | Lady Lucas | Mr. Collins | Mr. Bennet | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Charlotte Lucas | Mary | Jane | Mrs. Bennet,"That will do extremely well, child. You have delighted us long enough.
Let the other young ladies have time to exhibit.",He took the hint and when Mary had finished her second song said aloud,No,"her, he","He, Mary",said,Mrs. Bennet,451.0,70.0,,,,,,,,Mary,Mary
PrideAndPrejudice_736,Explicit_Present_But_Fail,Mr. Collins,Mr. Collins | Lady Catherine De Bourgh | Elizabeth | Mr. Darcy | Charlotte Lucas,"It gives me the greatest pleasure to hear that you have passed your
time not disagreeably. We have certainly done our best; and most
fortunately having it in our power to introduce you to very superior
society, and from our connection with Rosings, the frequent means of
varying the humble home scene, I think we may flatter ourselves that
your Hunsford visit cannot have been entirely irksome. Our situation
with regard to Lady Catherine's family is indeed the sort of
extraordinary advantage and blessing which few can boast. You see on
what a footing we are. You see how continually we are engaged there. In
truth I must acknowledge that, with all the disadvantages of this humble
parsonage, I should not think any one abiding in it an object of
compassion, while they are sharers of our intimacy at Rosings.",Mr Collins was gratified and with a more smiling solemnity replied,Yes,None,"Mr, Collins",replied,Lady Catherine De Bourgh,737.0,66.0,,,,,,,,Lady Catherine De Bourgh,Lady Catherine De Bourgh
PrideAndPrejudice_286,Both_Fail,Mr. Darcy,Mrs. Hurst | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy,"This walk is not wide enough for our party. We had better go into the
avenue.",Mr Darcy felt their rudeness and immediately said,No,their,"Mr, Darcy",said,Miss Bingley,287.0,49.0,,,,,,,,Mr. Bingley,Mr. Bingley
PrideAndPrejudice_671,Both_Fail,Elizabeth,Elizabeth | Mr. Darcy | Charlotte Lucas | Colonel Fitzwilliam,I did not know before that you ever walked this way.,she said,No,she,None,said,Mr. Darcy,672.0,8.0,,,,,,,,Mr. Darcy,Mr. Darcy
AlicesAdventuresInWonderland_536,GBM_Only,The Mock Turtle,The Mock Turtle | The Gryphon | Alice,"Tell her about the reason and all that,",he said to the Gryphon,No,he,Gryphon,said,Alice,537.0,22.0,,,,,,,,The Gryphon,The Mock Turtle
PrideAndPrejudice_528,GBM_Only,Mr. Bennet,Mr. Collins | Mr. Bennet | Elizabeth | Charlotte Lucas | Lydia | Mrs. Bennet,"Let us be thankful that you are preserved from a state of such
insensibility.",nan,Yes,None,None,None,Mr. Bennet,529.0,3.0,,,,,,,,Mr. Collins,Mr. Bennet
PrideAndPrejudice_155,Both_Fail,Elizabeth,Kitty | Jane | Mr. Bennet | Elizabeth | Mary | Lydia | Mrs. Bennet,I shall be very fit to see Jane--which is all I want.,nan,No,None,None,None,Mrs. Bennet,156.0,3.0,,,,,,,,Jane,Jane
PrideAndPrejudice_833,Both_Fail,Elizabeth,Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,Can this be Mr. Darcy!,thought she,No,she,None,None,Mr. Gardiner,834.0,11.0,,,,,,,,Mr. Gardiner,Mr. Gardiner
PrideAndPrejudice_1056,Explicit_Present_But_Fail,Elizabeth,Kitty | Mr. Bennet | Mrs. Philips | Elizabeth | Mr. Darcy | Jane | Mrs. Bennet,"Let me first see how he behaves, it will then be early
enough for expectation. Could I expect it to be otherwise! Yet why did he come?",said she,Yes,she,None,said,Kitty,1057.0,8.0,,,,,,,,Kitty,Kitty
AlicesAdventuresInWonderland_443,Explicit_Present_But_Fail,The Queen,The Duchess | The Queen | Alice,"Let's go on with the game,",the Queen said to Alice,Yes,None,"Queen, Alice",said,The Duchess,444.0,23.0,,,,,,,,The Duchess,The Duchess
AlicesAdventuresInWonderland_645,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The Cook | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | The Dormouse | Seven | The Gryphon | The Knave Of Hearts","The trial cannot proceed, until
all the jurymen are back in their proper places--_all_,",said the King,No,None,King,said,Alice,646.0,13.0,,,,,,,,Alice,Alice
AlicesAdventuresInWonderland_620,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | The Hatter | The Dormouse | Five | Seven | The Gryphon | The Knave Of Hearts","You _must_ remember, or I'll have you executed.",remarked the King,No,None,King,remarked,The Hatter,621.0,17.0,,,,,,,,The Hatter,The Hatter
PrideAndPrejudice_839,GBM_Only,Elizabeth,Elizabeth | Mr. Gardiner | Mrs. Reynolds | Mrs. Gardiner,Perhaps we might be deceived.,nan,Yes,None,None,None,Elizabeth,840.0,3.0,,,,,,,,Mr. Gardiner,Elizabeth
PrideAndPrejudice_688,Both_Fail,Colonel Fitzwilliam,Mrs. Hurst | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Colonel Fitzwilliam,"I know them a little. Their brother is a pleasant gentleman-like
man--he is a great friend of Darcy's.",nan,No,None,None,None,Elizabeth,689.0,3.0,,,,,,,,Miss Bingley,Miss Bingley
PrideAndPrejudice_208,Both_Fail,Mrs. Bennet,Kitty | Mr. Bingley | Mr. Jones | Miss Bingley | Elizabeth | Lydia | Mr. Darcy | Jane | Mrs. Bennet,"Indeed I have, Sir, She is a great deal too ill to be
moved. Mr. Jones says we must not think of moving her. We must trespass
a little longer on your kindness.",was her answer,No,her,None,None,Miss Bingley,209.0,14.0,,,,,,,,Mr. Jones,Mr. Darcy
PrideAndPrejudice_982,GBM_Only,Mrs. Bennet,Kitty | Lady Lucas | Mrs. Philips | Mr. Bennet | Mrs. Hill | Elizabeth | Lydia | Mrs. Long | Mary | Jane | Mrs. Bennet,"I will go to Meryton, as soon as I am dressed, and tell the
good, good news to my sister Philips. And as I come back, I can call on
Lady Lucas and Mrs. Long. Kitty, run down and order the carriage. An
airing would do me a great deal of good, I am sure. Girls, can I do any
thing for you in Meryton? Oh! here comes Hill. My dear Hill, have you
heard the good news? Miss Lydia is going to be married; and you shall
all have a bowl of punch, to make merry at her wedding.",said she,No,she,None,said,Jane,983.0,8.0,,,,,,,,Lady Lucas,Mrs. Bennet
DaisyMiller_74,GBM_Only,Daisy Miller,Eugenio | Randolph | Mrs. Miller | Daisy Miller | Winterbourne,"Our courier says they take you right up to the castle, We were going last week, but my mother gave out. She suffers
dreadfully from dyspepsia. She said she couldn t go. Randolph wouldn t
go either; he says he doesn t think much of old castles. But I guess
we ll go this week, if we can get Randolph.",the young girl continued,Yes,None,None,continued,Daisy Miller,75.0,24.0,,,,,,,,Eugenio,Daisy Miller
DaisyMiller_86,GBM_Only,Daisy Miller,Eugenio | Randolph | Mrs. Miller | Daisy Miller | Winterbourne,"Eugenio s our courier. He doesn t like to stay with Randolph; he s the
most fastidious man I ever saw. But he s a splendid courier. I guess
he ll stay at home with Randolph if mother does, and then we can go to
the castle.",nan,Yes,None,None,None,Daisy Miller,87.0,3.0,,,,,,,,Eugenio,Daisy Miller
PrideAndPrejudice_104,GBM_Only,Elizabeth,A Young Lucas | Elizabeth | Mr. Darcy | Charlotte Lucas | Colonel Forster | Mrs. Bennet,"Did not you think, Mr. Darcy, that I expressed myself uncommonly well
just now, when I was teazing Colonel Forster to give us a ball at
Meryton?",she turned to him and said,No,"him, she",None,said,Charlotte Lucas,105.0,26.0,,,,,,,,A Young Lucas,Elizabeth
PrideAndPrejudice_223,Both_Fail,Mrs. Bennet,Kitty | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Lydia | Mrs. Bennet,"Yes, indeed, I assure you there is quite as much of _that_
going on in the country as in town.",cried Mrs Bennet,No,None,"Mrs, Bennet",cried,Mr. Darcy,224.0,16.0,,,,,,,,Mr. Darcy,Mr. Darcy
PrideAndPrejudice_409,Both_Fail,Mr. Darcy,George Wickham | Mr. Denney | Mr. Collins | Elizabeth | Mr. Darcy | Charlotte Lucas | Mary,"Mr. Wickham is blessed with such happy manners as may ensure his
_making_ friends--whether he may be equally capable of _retaining_ them,
is less certain.",Darcy spoke and in a constrained manner said,No,None,Darcy,said,Elizabeth,410.0,44.0,,,,,,,,Mr. Denney,Mr. Denney
PrideAndPrejudice_873,GBM_Only,Elizabeth,Miss Darcy | Miss Bingley | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner,"Oh, yes. Be so kind as to apologize for us to Miss Darcy. Say that
urgent business calls us home immediately. Conceal the unhappy truth as
long as it is possible.--I know it cannot be long.",nan,Yes,None,None,None,Elizabeth,874.0,3.0,,,,,,,,Miss Bingley,Elizabeth
AlicesAdventuresInWonderland_469,GBM_Only,The Mock Turtle,The Mock Turtle | The Gryphon | Alice,"Yes, we went to school in the sea, though you mayn't believe it--",he went on,Yes,he,None,None,The Gryphon,470.0,10.0,,,,,,,,The Gryphon,The Mock Turtle
PrideAndPrejudice_413,Explicit_Present_But_Fail,Elizabeth,Elizabeth | Sir William Lucas | Mr. Darcy | Charlotte Lucas,"I do not think we were speaking at all. Sir William could not have
interrupted any two people in the room who had less to say for
themselves.--We have tried two or three subjects already without
success, and what we are to talk of next I cannot imagine.",nan,Yes,None,None,None,Sir William Lucas,414.0,3.0,,,,,,,,Sir William Lucas,Sir William Lucas
AlicesAdventuresInWonderland_629,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | The Hatter | The Dormouse | Five | Seven | The Gryphon | The Knave Of Hearts","You may go,",said the King,No,None,King,said,Alice,630.0,13.0,,,,,,,,Alice,Alice
DaisyMiller_348,Explicit_Present_But_Fail,Daisy Miller,Mrs. Walker | Randolph | Mrs. Miller | Daisy Miller | Winterbourne,"We had better go straight to that place in front, where
you look at the view.",she said,Yes,she,None,said,Daisy Miller,349.0,8.0,,,,,,,,Mrs. Walker,Mrs. Walker
PrideAndPrejudice_1169,Explicit_Present_But_Fail,Elizabeth,Mr. Bingley | Lady Catherine De Bourgh | Elizabeth | Mr. Darcy | Mrs. Bennet,"If, therefore, an excuse for not keeping his promise, should come to
his friend within a few days, I shall know how to
understand it. I shall then give over every expectation, every wish of
his constancy. If he is satisfied with only regretting me, when he might
have obtained my affections and hand, I shall soon cease to regret him
at all.",she added,Yes,she,None,added,Elizabeth,1170.0,9.0,,,,,,,,Mr. Bingley,Mrs. Bennet
AlicesAdventuresInWonderland_587,Both_Fail,The White Rabbit,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | The Hatter | The Dormouse | Five | Seven | The Gryphon | The Knave Of Hearts","Not yet, not yet! There's a great
deal to come before that!",the Rabbit hastily interrupted,No,None,Rabbit,None,The King Of Hearts,588.0,30.0,,,,,,,,Hare,Hare
PrideAndPrejudice_650,GBM_Only,Mr. Darcy,Elizabeth | Mr. Darcy | Colonel Fitzwilliam | Lady Catherine De Bourgh,"You are perfectly right. You have employed your
time much better. No one admitted to the privilege of hearing you, can
think any thing wanting. We neither of us perform to strangers.",Darcy smiled and said,Yes,None,Darcy,said,Mr. Darcy,651.0,21.0,,,,,,,,Lady Catherine De Bourgh,Mr. Darcy
AlicesAdventuresInWonderland_89,Both_Fail,The White Rabbit,Old Magpie | Alice | The Mouse | A Canary | The White Rabbit | The Lory | The Young Crab | An Old Crab,"Why, Mary Ann, what _are_ you
doing out here? Run home this moment, and fetch me a pair of gloves and
a fan! Quick, now!",the Rabbit noticed Alice as she went hunting about and called out to her,No,"her, she","Alice, Rabbit",None,Alice,90.0,72.0,,,,,,,,Alice,Alice
PrideAndPrejudice_421,Both_Fail,Mr. Darcy,Elizabeth | Sir William Lucas | Mr. Darcy,"I am,",said he,No,he,None,said,Elizabeth,422.0,7.0,,,,,,,,Sir William Lucas,Sir William Lucas
PrideAndPrejudice_1049,Explicit_Present_But_Fail,Mrs. Bennet,Mr. Bennet | Mr. Bingley | Mrs. Philips | Mrs. Goulding | Elizabeth | Lydia | Mr. Goulding | Mrs. Long | Mary | Jane | Mrs. Bennet,"Well, all I know is, that it will be abominably rude if you do not
wait on him. But, however, that shan't prevent my asking him to dine
here, I am determined. We must have Mrs. Long and the Gouldings soon.
That will make thirteen with ourselves, so there will be just room at
table for him.",nan,Yes,None,None,None,Mr. Bennet,1050.0,3.0,,,,,,,,Mrs. Philips,Mrs. Philips
PrideAndPrejudice_862,Both_Fail,Mr. Darcy,John | Mr. Bingley | Miss Bingley | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner,"Good God! what is the matter? I will not detain you a minute,
but let me, or let the servant, go after Mr. and Mrs. Gardiner. You are
not well enough;--you cannot go yourself.",cried he,No,he,None,cried,Elizabeth,863.0,8.0,,,,,,,,John,John
AlicesAdventuresInWonderland_59,Both_Fail,The Dodo,Old Magpie | Alice | The Mouse | A Canary | The Duck | The Dodo | The Lory | The Young Crab | An Old Crab | The Eaglet,"the exact
shape doesn't matter,",it said,No,None,None,said,Alice,60.0,7.0,,,,,,,,Alice,Alice
PrideAndPrejudice_415,GBM_Only,Elizabeth,Elizabeth | Sir William Lucas | Mr. Darcy,"Books--Oh! no.--I am sure we never read the same, or not with the same
feelings.",nan,Yes,None,None,None,Elizabeth,416.0,3.0,,,,,,,,Sir William Lucas,Elizabeth
AlicesAdventuresInWonderland_20,Explicit_Present_But_Fail,The White Rabbit,The Duchess | The White Rabbit | Alice,"Oh! the Duchess, the
Duchess! Oh! won't she be savage if I've kept her waiting!",he came trotting along in a great hurry muttering to himself,Yes,he,None,None,Alice,21.0,60.0,,,,,,,,Alice,Alice
DaisyMiller_192,Explicit_Present_But_Fail,Mrs. Miller,Daisy Miller | Mrs. Miller | Winterbourne,"but it
seems as if we couldn t. Of course Daisy--she wants to go round. But
there s a lady here--I don t know her name--she says she shouldn t think
we d want to go to see castles HERE; she should think we d want to wait
till we got to Italy. It seems as if there would be so many there,",continued Mrs Miller,Yes,None,"Mrs, Miller",continued,Winterbourne,193.0,20.0,,,,,,,,Winterbourne,Winterbourne
PrideAndPrejudice_482,Both_Fail,Mrs. Bennet,Elizabeth | Mr. Collins | Mrs. Bennet | Mr. Bennet,"Yes, or I will never see her again.",nan,No,None,None,None,Elizabeth,483.0,3.0,,,,,,,,Mr. Collins,Elizabeth
AlicesAdventuresInWonderland_674,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","Read them,",said the King,No,None,King,said,The Queen,675.0,13.0,,,,,,,,Hare,Alice
AlicesAdventuresInWonderland_578,Explicit_Present_But_Fail,Alice,The Mock Turtle | The Gryphon | Alice,"That's the judge, because of his great wig.",she said to herself,Yes,she,None,said,The Gryphon,579.0,19.0,,,,,,,,The Gryphon,The Gryphon
PrideAndPrejudice_620,GBM_Only,Lady Catherine De Bourgh,Lady Metcalfe | Lady Catherine De Bourgh | Elizabeth | Charlotte Lucas | Mrs. Jenkinson | Miss De Bourgh | Maria,said she,nan,No,None,None,None,Elizabeth,621.0,3.0,,,,,,,,Lady Metcalfe,Lady Catherine De Bourgh
AlicesAdventuresInWonderland_586,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | The Hatter | The Dormouse | Five | Seven | The Gryphon | The Knave Of Hearts","Consider your verdict,",the King said to the jury,No,None,King,said,Alice,587.0,25.0,,,,,,,,Alice,Alice
AlicesAdventuresInWonderland_675,Both_Fail,The White Rabbit,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","Where shall I begin, please
your Majesty?",he asked,No,he,None,asked,Alice,676.0,8.0,,,,,,,,Alice,Alice
DaisyMiller_93,Explicit_Present_But_Fail,Winterbourne,Daisy Miller | Eugenio | Winterbourne,I shall not be happy till we go!,he protested,Yes,he,None,None,Eugenio,94.0,12.0,,,,,,,,Eugenio,Eugenio
AlicesAdventuresInWonderland_99,Both_Fail,The White Rabbit,A Canary | Old Magpie | The White Rabbit | Alice,"Then I'll
go round and get in at the window.",it say to itself,No,None,None,None,Alice,100.0,16.0,,,,,,,,Alice,Alice
AlicesAdventuresInWonderland_65,Both_Fail,The Dodo,Old Magpie | Alice | The Mouse | A Canary | The Duck | The Dodo | The Lory | The Young Crab | An Old Crab | The Eaglet,"What else have you got in
your pocket?",nan,No,None,None,None,The Mouse,66.0,3.0,,,,,,,,The Mouse,The Mouse
AlicesAdventuresInWonderland_646,Explicit_Present_But_Fail,Alice,The Queen | Alice | The Cook | The King Of Hearts | The White Rabbit | The Dormouse,"not that it signifies much, I should think it would be _quite_ as much use in the
trial one way up as the other.",she said to herself,Yes,she,None,said,Alice,647.0,19.0,,,,,,,,The Queen,The King Of Hearts
PrideAndPrejudice_218,Both_Fail,Mrs. Bennet,Kitty | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Lydia | Mrs. Bennet,"Lizzy, remember where you are, and do not run on in
the wild manner that you are suffered to do at home.",cried her mother,No,her,None,cried,Mr. Bingley,219.0,16.0,,,,,,,,Mr. Darcy,Mr. Darcy
PrideAndPrejudice_1112,GBM_Only,Lady Catherine De Bourgh,Kitty | Mr. Bennet | Mr. Bingley | Lady Catherine De Bourgh | Elizabeth | Jane | Mrs. Bennet,And _that_ I suppose is one of your sisters.,nan,No,None,None,None,Elizabeth,1113.0,3.0,,,,,,,,Mr. Bennet,Lady Catherine De Bourgh
PrideAndPrejudice_240,Both_Fail,Miss Bingley,Mrs. Hurst | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Mr. Hurst | Lydia | Mrs. Bennet,You write uncommonly fast.,nan,No,None,None,None,Lydia,241.0,3.0,,,,,,,,Lydia,Lydia
PrideAndPrejudice_520,GBM_Only,Charlotte Lucas,Mr. Bennet | Mr. Collins | Elizabeth | Charlotte Lucas | Jane,"I see what you are feeling, you must be
surprised, very much surprised,--so lately as Mr. Collins was wishing to
marry you. But when you have had time to think it all over, I hope you
will be satisfied with what I have done. I am not romantic you know. I
never was. I ask only a comfortable home; and considering Mr. Collins's
character, connections, and situation in life, I am convinced that my
chance of happiness with him is as fair, as most people can boast on
entering the marriage state.",replied Charlotte,No,None,Charlotte,replied,Elizabeth,521.0,17.0,,,,,,,,Mr. Bennet,Charlotte Lucas
