Quote_ID,Failure_Category,Gold_Speaker,Candidate_List,Quote,Context (Referring Expression),Explicit Signals Present?,Pronouns Detected,Proper Names Detected,Dialogue Tag Detected,Previous Speaker,Conversation Turn Index,Discourse Context Length,ANNOTATION: Primary Category,ANNOTATION: Secondary Category,ANNOTATION: Evidence,ANNOTATION: Context Window Needed,ANNOTATION: Confidence,ANNOTATION: Explicit Alternative Feasible?,ANNOTATION: Notes,LR_Prediction,GBM_Prediction
AlicesAdventuresInWonderland_596,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | The Hatter | The Dormouse | Five | Seven | The Gryphon | The Knave Of Hearts","Take off your hat,",the King said to the Hatter,No,None,"King, Hatter",said,The Dormouse,597.0,27.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,Alias 'the King',The Hatter,The Hatter
PrideAndPrejudice_584,GBM_Only,Elizabeth,Mrs. Gardiner | Elizabeth | Charlotte Lucas | Miss King | Mrs. Bennet,"A man in distressed circumstances has not time for all those elegant
decorums which other people may observe. If _she_ does not object to it,
why should _we_?",nan,Yes,None,None,None,Elizabeth,585.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Charlotte Lucas,Elizabeth
DaisyMiller_248,GBM_Only,Daisy Miller,Eugenio | Daisy Miller | Mrs. Miller | Winterbourne,"Pray do, and I ll carry round your hat. It will pay the expenses of our
journey.",nan,Yes,None,None,None,Daisy Miller,249.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Eugenio,Daisy Miller
AlicesAdventuresInWonderland_66,Both_Fail,Alice,Old Magpie | Alice | The Mouse | A Canary | The Duck | An Old Crab | The Lory | The Young Crab | The Dodo | The Eaglet,"Only a thimble,",nan,No,None,None,None,The Dodo,67.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,The Dodo,The Dodo
PrideAndPrejudice_319,GBM_Only,Mr. Bennet,Kitty | Jane | Mr. Collins | Mr. Bennet | Miss Bingley | Elizabeth | Mr. Darcy | Mary | Lydia | Mrs. Bennet,"About a month ago I received this letter, and about a fortnight ago I
answered it, for I thought it a case of some delicacy, and requiring
early attention. It is from my cousin, Mr. Collins, who, when I am dead,
may turn you all out of this house as soon as he pleases.",he thus explained,No,he,None,None,Mrs. Bennet,320.0,17.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'he',Mr. Collins,Mr. Bennet
PrideAndPrejudice_1252,Both_Fail,Mr. Darcy,Elizabeth | Mr. Darcy | Mrs. Bennet | Mr. Bennet,"I cannot fix on the hour, or the spot, or the look, or the words, which
laid the foundation. It is too long ago. I was in the middle before I
knew that I _had_ begun.",nan,No,None,None,None,Mr. Bennet,1253.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mr. Bennet,Mr. Bennet
DaisyMiller_326,Explicit_Present_But_Fail,Mrs. Miller,Mrs. Walker | Randolph | Mrs. Miller | Daisy Miller | Winterbourne,"I
guess we ll go back to the hotel,",she said,Yes,she,None,said,Mrs. Walker,327.0,8.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',Mrs. Walker,Mrs. Walker
PrideAndPrejudice_58,Both_Fail,Mrs. Bennet,Maria | Kitty | Jane | Mr. Bennet | Mr. Bingley | Elizabeth | Mr. Darcy | Charlotte Lucas | Mary | Lydia | Mrs. Bennet,"we have had a most
delightful evening, a most excellent ball. I wish you had been there.
Jane was so admired, nothing could be like it. Every body said how well
she looked; and Mr. Bingley thought her quite beautiful, and danced with
her twice. Only think of _that_ my dear; he actually danced with her
twice; and she was the only creature in the room that he asked a second
time. First of all, he asked Miss Lucas. I was so vexed to see him stand up with her; but, however, he did not admire her at all: indeed, nobody
can, you know; and he seemed quite struck with Jane as she was going
down the dance. So, he enquired who she was, and got introduced, and
asked her for the two next. Then, the two third he danced with Miss
King, and the two fourth with Maria Lucas, and the two fifth with Jane
again, and the two sixth with Lizzy, and the Boulanger----",nan,No,None,None,None,Mr. Darcy,59.0,3.0,3. Pragmatics: Speaker–Addressee Semantics,2. Discourse: Speaker Continuity,topic continuation,Conversation,High,No,Discusses Jane and Bingley familiarly,Mr. Darcy,Mr. Darcy
AlicesAdventuresInWonderland_182,Explicit_Present_But_Fail,Alice,The Pigeon | Alice,"Come, there's half my plan
done now! How puzzling all these changes are! I'm never sure what I'm
going to be, from one minute to another! However, I've got back to my
right size: the next thing is, to get into that beautiful garden--how
_is_ that to be done, I wonder?",got used to it in a few minutes and began talking to herself,Yes,None,None,None,Alice,183.0,60.0,2. Discourse: Speaker Continuity,1. Reference: Coreference and Aliasing,topic continuation,Nearby,High,Yes,Implicit subject in context tag,The Pigeon,The Pigeon
PrideAndPrejudice_151,Both_Fail,Mrs. Bennet,Mr. Bennet | Elizabeth | Lydia | Jane | Mrs. Bennet,"This was a lucky idea of mine, indeed!",said Mrs Bennet,No,None,"Mrs, Bennet",said,Mr. Bennet,152.0,15.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'Mrs Bennet',Mr. Bennet,Mr. Bennet
DaisyMiller_98,Both_Fail,Winterbourne,Eugenio | Randolph | Mrs. Costello | Mrs. Miller | Daisy Miller | Winterbourne,"I am afraid you don t approve of them,",he said,No,he,None,said,Daisy Miller,99.0,7.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'he',Eugenio,Eugenio
PrideAndPrejudice_1113,Both_Fail,Mrs. Bennet,Kitty | Mr. Bennet | Mr. Bingley | Lady Catherine De Bourgh | Elizabeth | Lydia | Jane | Mrs. Bennet,"Yes, madam, She is my youngest girl but one. My youngest of all, is lately married,
and my eldest is somewhere about the grounds, walking with a young man,
who I believe will soon become a part of the family.",said Mrs Bennet,No,None,"Mrs, Bennet",said,Lady Catherine De Bourgh,1114.0,15.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'Mrs Bennet',Kitty,Kitty
AlicesAdventuresInWonderland_667,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It must have been that, unless it was written to
nobody, which isn't usual, you know.",said the King,No,None,King,said,The Queen,668.0,13.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'the King',Hare,The White Rabbit
PrideAndPrejudice_366,GBM_Only,George Wickham,Elizabeth | Mr. Darcy | George Wickham | The Late Mr. Darcy,"A thorough, determined dislike of me--a dislike which I cannot but
attribute in some measure to jealousy. Had the late Mr. Darcy liked me
less, his son might have borne with me better; but his father's uncommon
attachment to me, irritated him I believe very early in life. He had not
a temper to bear the sort of competition in which we stood--the sort of
preference which was often given me.",nan,Yes,None,None,None,George Wickham,367.0,3.0,2. Discourse: Speaker Continuity,,topic continuation,Nearby,High,Yes,Continuing narrative thread,The Late Mr. Darcy,George Wickham
PrideAndPrejudice_498,Both_Fail,Elizabeth,George Wickham | Mr. Collins | Mr. Bingley | Mr. Bennet | Miss Bingley | Elizabeth | Lydia | Jane | Mrs. Bennet,It is only evident that Miss Bingley does not mean he _should_.,nan,No,None,None,None,Jane,499.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,George Wickham,George Wickham
AlicesAdventuresInWonderland_122,Explicit_Present_But_Fail,Alice,Bill | Pat | The White Rabbit | Alice,"I'll put a stop to
this,",she said to herself,Yes,she,None,said,The White Rabbit,123.0,19.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',The White Rabbit,The White Rabbit
AlicesAdventuresInWonderland_661,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It's the oldest rule in the book,",said the King,No,None,King,said,The Queen,662.0,13.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'the King',Hare,Alice
PrideAndPrejudice_1018,GBM_Only,Elizabeth,George Wickham | Miss Darcy | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Lydia,Yes; he introduced us to his sister.,nan,Yes,None,None,None,Elizabeth,1019.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mr. Darcy,Elizabeth
PrideAndPrejudice_838,Both_Fail,Mrs. Gardiner,George Wickham | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"This fine account of him, is not
quite consistent with his behaviour to our poor friend.",whispered her aunt,No,her,None,whispered,Mrs. Reynolds,839.0,18.0,1. Reference: Coreference and Aliasing,,alias,Nearby,High,Yes,'her aunt',Mrs. Reynolds,Mrs. Reynolds
PrideAndPrejudice_1255,GBM_Only,Elizabeth,Elizabeth | Mr. Darcy | Mr. Bennet | Mrs. Bennet,"You may as well call it impertinence at once. It was very little less.
The fact is, that you were sick of civility, of deference, of officious
attention. You were disgusted with the women who were always speaking
and looking, and thinking for _your_ approbation alone. I roused, and
interested you, because I was so unlike _them_. Had you not been really
amiable you would have hated me for it; but in spite of the pains you
took to disguise yourself, your feelings were always noble and just; and
in your heart, you thoroughly despised the persons who so assiduously
courted you. There--I have saved you the trouble of acc",nan,Yes,None,None,None,Elizabeth,1256.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mr. Bennet,Elizabeth
