Quote_ID,Failure_Category,Gold_Speaker,Candidate_List,Quote,Context (Referring Expression),Explicit Signals Present?,Pronouns Detected,Proper Names Detected,Dialogue Tag Detected,Previous Speaker,Conversation Turn Index,Discourse Context Length,ANNOTATION: Primary Category,ANNOTATION: Secondary Category,ANNOTATION: Evidence,ANNOTATION: Context Window Needed,ANNOTATION: Confidence,ANNOTATION: Explicit Alternative Feasible?,ANNOTATION: Notes,LR_Prediction,GBM_Prediction
PrideAndPrejudice_787,GBM_Only,Mrs. Bennet,Colonel Millar | Kitty | Jane | Elizabeth | Mary | Lydia | Mrs. Bennet,"I am sure, I cried for two days together when Colonel
Millar's regiment went away. I thought I should have broke my heart.",said she,No,she,,said,Elizabeth,788.0,8.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The dialogue tag ""said she"" requires resolving the pronoun to Mrs. Bennet. Speaker continuity helps, but the immediate missing capability is pronoun resolution. --- Quote 30",Colonel Millar,Mrs. Bennet
PrideAndPrejudice_875,GBM_Only,Elizabeth,Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Gardiner,"Yes; and I told him we should not be able to keep our engagement.
_That_ is all settled.",,Yes,,,,Elizabeth,876.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Local,High,Yes,The quotation is simply a continuation of Elizabeth's previous speech without a new dialogue tag. Maintaining turn continuity is sufficient for correct attribution. --- Quote 31,Mr. Darcy,Elizabeth
PrideAndPrejudice_235,Both_Fail,Mr. Darcy,Kitty | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Lydia | Mrs. Bennet,"I have been used to consider poetry as the _food_ of love,",said Darcy,No,,Darcy,said,Mrs. Bennet,236.0,10.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"The dialogue tag uses ""Darcy"" rather than the canonical candidate ""Mr. Darcy."" A straightforward alias dictionary would resolve this mismatch. --- Quote 32",Elizabeth,Elizabeth
PrideAndPrejudice_237,Both_Fail,Mr. Bingley,Kitty | Mr. Bingley | Miss Bingley | Elizabeth | Lydia | Mr. Darcy | Jane | Mrs. Bennet,"I am perfectly ready, I assure you, to keep my engagement; and when
your sister is recovered, you shall if you please name the very day of
the ball. But you would not wish to be dancing while she is ill.",,No,,,,Mr. Darcy,238.0,3.0,Discourse: Speaker Continuity,Pragmatics: Speaker–Addressee Semantics,"dialogue tag absent, topic continuation",Nearby,High,No,"The speaker changes without an explicit dialogue tag, requiring maintenance of conversational turn structure. The response is addressed within the ongoing dialogue, but discourse continuity is the primary missing capability. --- Quote 33",Mr. Darcy,Mr. Darcy
PrideAndPrejudice_844,Both_Fail,Elizabeth,Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"What will be his surprise, when he knows who they are! He takes them now for people of
fashion.",thought she,No,she,,,Mrs. Reynolds,845.0,11.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The narration ""thought she"" requires resolving the pronoun to Elizabeth. Once the pronoun is linked, speaker identification is explicit. --- Quote 34",Mrs. Reynolds,Mrs. Reynolds
AlicesAdventuresInWonderland_352,Both_Fail,Alice,Hare | The Dormouse | Alice | The Hatter,"That's very curious! But
everything's curious today. I think I may as well go in at once.",she thought,No,she,,,The Hatter,353.0,11.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The speaker is identified through the pronoun in ""she thought."" The failure is due to unresolved coreference rather than discourse structure. --- Quote 35",The Hatter,The Hatter
AlicesAdventuresInWonderland_97,Explicit_Present_But_Fail,Alice,Old Magpie | Alice | A Canary | The White Rabbit | The Lory,"Oh, you foolish Alice! How can you learn
lessons in here? Why, there's hardly room for _you_, and no room at all
for any lesson-books!",she answered herself,Yes,she,,answered,Alice,98.0,20.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Local,High,Yes,"The attribution relies on resolving ""she"" in ""she answered herself."" Although the content reveals self-address, the primary missing mechanism is pronoun resolution. --- Quote 36",Old Magpie,Old Magpie
DaisyMiller_423,GBM_Only,Daisy Miller,Mrs. Walker | Mrs. Miller | Mr. Giovanelli | Daisy Miller | Winterbourne,Is there anyone I know?,she asked,No,she,,asked,Mrs. Walker,424.0,9.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The dialogue tag ""she asked"" requires linking the pronoun to Daisy Miller. Speaker continuity provides supporting context but is secondary. --- Quote 37",Mrs. Miller,Daisy Miller
PrideAndPrejudice_850,GBM_Only,Mr. Gardiner,Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"I was never more surprised than by his behaviour to us. It was more
than civil; it was really attentive; and there was no necessity for such
attention. His acquaintance with Elizabeth was very trifling.",,Yes,,,,Mr. Gardiner,851.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Local,High,Yes,The quotation continues Mr. Gardiner's speech without introducing a new speaker. Correct attribution depends on preserving the existing conversational turn. --- Quote 38,Mrs. Reynolds,Mr. Gardiner
PrideAndPrejudice_576,GBM_Only,Charlotte Lucas,Sir William Lucas | Mrs. Gardiner | Elizabeth | Charlotte Lucas | Maria | Mrs. Bennet,"My father and Maria are to come to me in March, and
I hope you will consent to be of the party. Indeed, Eliza, you will be
as welcome to me as either of them.",added Charlotte,No,,Charlotte,added,Elizabeth,577.0,15.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"The dialogue tag identifies the speaker as ""Charlotte,"" whereas the candidate list contains the canonical form ""Charlotte Lucas."" This is an alias normalization failure. --- Quote 39",Mrs. Gardiner,Charlotte Lucas
PrideAndPrejudice_907,Explicit_Present_But_Fail,Mary,Kitty | Mrs. Gardiner | Elizabeth | Mr. Gardiner | Mary | Jane | Mrs. Bennet,"This is a most unfortunate affair; and will probably be much talked of.
But we must stem the tide of malice, and pour into the wounded bosoms of
each other, the balm of sisterly consolation.",she was mistress enough of herself to whisper to Elizabeth,Yes,she,Elizabeth,,Mr. Gardiner,908.0,58.0,Reference: Pronominal Coreference,Pragmatics: Speaker–Addressee Semantics,"pronoun, explicit addressee",Nearby,High,Yes,"The pronoun ""she"" must first be resolved to Mary before the whisper to Elizabeth can be interpreted. The addressee provides additional evidence but is not the primary failure mechanism. --- Quote 40",Mr. Gardiner,Mr. Gardiner
AlicesAdventuresInWonderland_677,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","That's the most important piece of evidence we've heard yet, so now let the jury--",said the King,No,,King,said,The White Rabbit,678.0,13.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"The dialogue tag uses ""the King"" while the canonical candidate is ""The King Of Hearts."" The attribution failure is a simple alias matching problem rather than a discourse-level inference. This batch shows much stronger agreement than the previous one. The primary categories match on 14 of 15 quotes. | Quote | My Annotation | Other Annotation | Better per Manual | Comments | |-------|---------------|------------------|-------------------|----------| | 26 | 1a + 2 | 1a + 2 | Agreement | Only difference is Explicit Alternative (Yes vs No). | | 27 | 1b | 1b | Agreement | Identical reasoning. | | 28 | 1a + 2 | 1a | Agreement (minor) | I kept Speaker Continuity as secondary because ""her sister"" still requires discourse context. Omitting it is also reasonable. | | 29 | 1a + 2 | 1a | Agreement (minor) | Same primary. Secondary is optional. | | 30 | 2 | 2 | Agreement | Only Local vs Nearby and Yes vs No. | | 31 | 1b | 1b | Agreement | Identical. | | 32 | 2 | 3 | Disagreement | This is the only substantive disagreement. | | 33 | 1a + 2 | 1a + 2 | Agreement | Same reasoning. | | 34 | 1a + 2 | 1a + 2 | Agreement | Same reasoning. | | 35 | 1a + 2 | 1a + 3 | Mostly agreement | Same primary. Secondary differs. | | 36 | 1a + 2 | 1a | Agreement (minor) | Same primary. | | 37 | 2 | 2 | Agreement | Only Nearby vs Local and Yes vs No. | | 38 | 1b | 1b | Agreement | Identical. | | 39 | 1a + 3 | 1a | Agreement (minor) | Same primary. | | 40 | 1b | 1b | Agreement | Identical. | The One Interesting Disagreement: Quote 32 My annotation - Primary: 2. Speaker Continuity Other annotation - Primary: 3. Speaker–Addressee Semantics The quote is: > ""I am perfectly ready... when your sister is recovered..."" There is no dialogue tag. The question is: > What capability is missing first? I still lean toward Speaker Continuity. Why? The conversation is essentially: ``` Darcy speaks ↓ (no tag) Bingley replies ``` This is a classic dialogue-turn problem. The content (""your sister"") certainly supports Bingley, but if the dialogue had been explicitly tagged (""said Bingley""), no pragmatic reasoning would be required. So I'd keep > Primary = Speaker Continuity > Secondary = Pragmatics rather than the reverse. This is one of those edge cases your adjudication notes should probably mention. --- The Explicit Alternative Issue Again, we consistently disagree here. I marked many cases as Yes because your definition says: > solvable without semantic modeling Coreference resolution, alias dictionaries, and dialogue tracking are all explicit symbolic methods. The other annotations interpret ""No"" as: > cannot be solved by simple string matching alone. I don't think that's what your coding manual says. If your paper defines: > ""Explicit Alternative Feasible"" = could a stronger explicit rule-based system solve this? then I think these should generally be Yes for: - pronouns - aliases - dialogue continuation and No only for genuine pragmatic inference. --- Overall Agreement | Metric | Result | |--------|--------:| | Primary Category Agreement | 14/15 (93.3%) | | Secondary Category Agreement | ~80% | | Evidence Agreement | ~95% | | Confidence Agreement | 100% | | Largest disagreement | Quote 32 (Speaker Continuity vs Pragmatics) | Overall Assessment Compared with the previous batch, these annotations have converged significantly. The remaining differences are mostly about secondary categories and the interpretation of ""Explicit Alternative Feasible?"", not about the primary linguistic phenomenon. That suggests your revised taxonomy is becoming well-defined and reproducible. The one issue I would clarify in the coding manual is the definition of Explicit Alternative Feasible?. If you explicitly state whether rule-based coreference and dialogue-tracking count as ""explicit alternatives,"" you'll eliminate most of the remaining disagreements.",The White Rabbit,The White Rabbit
PrideAndPrejudice_577,Both_Fail,Mrs. Gardiner,George Wickham | Mrs. Gardiner | Elizabeth | Charlotte Lucas | Miss King | Mrs. Bennet,"But, my dear Elizabeth, what sort of girl is Miss King? I
should be sorry to think our friend mercenary.",she added,No,she,,added,Charlotte Lucas,578.0,9.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The dialogue tag ""she added"" identifies the speaker only through a pronoun. Resolving the pronoun explicitly identifies Mrs. Gardiner. ---",Charlotte Lucas,Charlotte Lucas
AlicesAdventuresInWonderland_655,Explicit_Present_But_Fail,Alice,The King Of Hearts | The White Rabbit | Alice,"but it doesn't matter a bit,",she thought to herself,Yes,she,,,The King Of Hearts,656.0,22.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The internal thought is attributed only through ""she thought to herself."" The primary failure is resolving the pronoun to Alice. ---",The King Of Hearts,The King Of Hearts
PrideAndPrejudice_1101,Both_Fail,Jane,Kitty | Mr. Bennet | Mr. Bingley | Elizabeth | Mary | Jane | Mrs. Bennet,"I hope not so. Imprudence or thoughtlessness in money matters, would be
unpardonable in _me_.",,No,,,,Mr. Bennet,1102.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Nearby,High,Yes,The quotation lacks a dialogue tag and continues the conversational flow. Correct attribution depends on maintaining speaker continuity. ---,Mr. Bingley,Mr. Bingley
AlicesAdventuresInWonderland_457,Both_Fail,Alice,The Mock Turtle | The Queen | Alice | The King Of Hearts | The Gryphon,What is his sorrow?,she asked the Gryphon,No,she,Gryphon,asked,The Gryphon,458.0,21.0,Reference: Pronominal Coreference,Pragmatics: Speaker–Addressee Semantics,"pronoun, explicit addressee",Nearby,High,Yes,"The pronoun in ""she asked the Gryphon"" must be resolved to Alice. The addressee provides supporting evidence but is secondary. ---",The Gryphon,The Gryphon
PrideAndPrejudice_18,GBM_Only,Mrs. Bennet,Kitty | Lady Lucas | Mr. Bennet | Sir William Lucas | Elizabeth | Lydia | Mary | Jane | Mrs. Bennet,"But consider your daughters. Only think what an establishment it would
be for one of them. Sir William and Lady Lucas are determined to go,
merely on that account, for in general you know they visit no new
comers. Indeed you must go, for it will be impossible for _us_ to visit
him, if you do not.",,Yes,,,,Mrs. Bennet,19.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Nearby,High,Yes,The quotation is a continuation of Mrs. Bennet's previous turn with no new dialogue tag. Speaker continuity is the primary missing capability. ---,Lady Lucas,Mrs. Bennet
DaisyMiller_514,Explicit_Present_But_Fail,Mr. Giovanelli,Mr. Giovanelli | Daisy Miller | Winterbourne,"Let us hope he is not very hungry, He will have to take me first; you will serve for dessert!",responded the ingenious Giovanelli,Yes,,Giovanelli,,Daisy Miller,515.0,34.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"""The ingenious Giovanelli"" refers to the canonical candidate ""Mr. Giovanelli."" This is an alias normalization failure. ---",Daisy Miller,Daisy Miller
PrideAndPrejudice_653,Both_Fail,Mr. Darcy,Elizabeth | Mr. Darcy | Colonel Fitzwilliam | Lady Catherine De Bourgh,Perfectly so--I thank you.,,No,,,,Lady Catherine De Bourgh,654.0,3.0,Discourse: Speaker Continuity,Pragmatics: Speaker–Addressee Semantics,"dialogue tag absent, topic continuation",Nearby,High,Yes,The reply has no dialogue tag and relies primarily on conversational turn structure. Pragmatic interpretation provides supporting evidence. ---,Lady Catherine De Bourgh,Lady Catherine De Bourgh
PrideAndPrejudice_1033,Both_Fail,Mrs. Bennet,George Wickham | Kitty | Jane | Mr. Bennet | Elizabeth | Mary | Lydia | Mrs. Bennet,"Oh! my dear Lydia, when shall we meet again?",she cried,No,she,,cried,George Wickham,1034.0,9.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The dialogue tag ""she cried"" requires resolving the pronoun to Mrs. Bennet before speaker attribution is explicit. ---",Elizabeth,Elizabeth
PrideAndPrejudice_446,GBM_Only,Mr. Collins,Mr. Collins | Miss Bingley | Elizabeth | Mr. Darcy | Charlotte Lucas | Jane,"My dear Miss Elizabeth, I have the highest opinion in the world of your
excellent judgment in all matters within the scope of your
understanding, but permit me to say that there must be a wide difference
between the established forms of ceremony amongst the laity, and those
which regulate the clergy; for give me leave to observe that I consider
the clerical office as equal in point of dignity with the highest rank
in the kingdom--provided that a proper humility of behaviour is at the
same time maintained. You must therefore allow me to follow the dictates
of my conscience on this occasion, which leads me to perform what I look
on as a point of duty. Pardon me for neglecting to profit by your
advice, which on every other subject shall be my constant guide, though
in the case before us I consider myself more fitted by education and
habitual study to decide on what is right than a young lady like
yourself.",Mr Collins listened to her with the determined air of following his own inclination and when she ceased speaking replied thus,Yes,"her, she, his","Mr, Collins",replied,Elizabeth,447.0,125.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"""Mr Collins"" differs from the canonical candidate ""Mr. Collins."" This is a straightforward lexical normalization issue. ---",Miss Bingley,Mr. Collins
PrideAndPrejudice_1120,Both_Fail,Mrs. Bennet,Elizabeth | Jane | Lady Catherine De Bourgh | Mrs. Bennet,"Go, my dear, and shew her ladyship about the
different walks. I think she will be pleased with the hermitage.",cried her mother,No,her,,cried,Lady Catherine De Bourgh,1121.0,16.0,Reference: Pronominal Coreference,Pragmatics: Speaker–Addressee Semantics,"pronoun, other",Nearby,High,Yes,"""Her mother"" requires resolving the possessive reference before identifying Mrs. Bennet. Family relationships provide secondary pragmatic evidence. ---",Jane,Jane
PrideAndPrejudice_1041,GBM_Only,Mrs. Bennet,George Wickham | Mrs. Philips | Mr. Bingley | Mr. Bennet | Elizabeth | Lydia | Jane | Mrs. Bennet,"Well, well, and so Mr. Bingley is coming down, sister,",,No,,,,Elizabeth,1042.0,3.0,Discourse: Speaker Continuity,Pragmatics: Speaker–Addressee Semantics,"explicit addressee, dialogue tag absent",Conversation,High,Yes,"The quotation lacks a dialogue tag, making conversational turn continuity the primary missing capability. The address term ""sister"" provides additional pragmatic evidence but is not the first failure mechanism. ---",George Wickham,Mrs. Bennet
AlicesAdventuresInWonderland_394,Explicit_Present_But_Fail,Alice,The Queen | The Cat | The White Rabbit | Alice,"It's the Cheshire Cat: now I shall have somebody to talk
to.",she said to herself,Yes,she,,said,The Queen,395.0,19.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The speaker is identified only through ""she said to herself."" Resolving the pronoun explicitly identifies Alice. ---",The Queen,The Queen
AlicesAdventuresInWonderland_596,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | The Hatter | The Dormouse | Five | Seven | The Gryphon | The Knave Of Hearts","Take off your hat,",the King said to the Hatter,No,,"King, Hatter",said,The Dormouse,597.0,27.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"""The King"" must be normalized to the canonical candidate ""The King Of Hearts."" ---",The Hatter,The Hatter
PrideAndPrejudice_584,GBM_Only,Elizabeth,Mrs. Gardiner | Elizabeth | Charlotte Lucas | Miss King | Mrs. Bennet,"A man in distressed circumstances has not time for all those elegant
decorums which other people may observe. If _she_ does not object to it,
why should _we_?",,Yes,,,,Elizabeth,585.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Nearby,High,Yes,The quotation continues Elizabeth's existing turn without a new attribution. Internal pronouns do not identify the speaker. ---,Charlotte Lucas,Elizabeth
DaisyMiller_248,GBM_Only,Daisy Miller,Eugenio | Daisy Miller | Mrs. Miller | Winterbourne,"Pray do, and I ll carry round your hat. It will pay the expenses of our
journey.",,Yes,,,,Daisy Miller,249.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Nearby,High,Yes,The quotation continues Daisy Miller's previous speech without a dialogue tag. Maintaining turn continuity is sufficient. ---,Eugenio,Daisy Miller
AlicesAdventuresInWonderland_66,Both_Fail,Alice,Old Magpie | Alice | The Mouse | A Canary | The Duck | An Old Crab | The Lory | The Young Crab | The Dodo | The Eaglet,"Only a thimble,",,No,,,,The Dodo,67.0,3.0,Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,The brief utterance has no referring expression and depends entirely on conversational turn continuity. ---,The Dodo,The Dodo
PrideAndPrejudice_319,GBM_Only,Mr. Bennet,Kitty | Jane | Mr. Collins | Mr. Bennet | Miss Bingley | Elizabeth | Mr. Darcy | Mary | Lydia | Mrs. Bennet,"About a month ago I received this letter, and about a fortnight ago I
answered it, for I thought it a case of some delicacy, and requiring
early attention. It is from my cousin, Mr. Collins, who, when I am dead,
may turn you all out of this house as soon as he pleases.",he thus explained,No,he,,,Mrs. Bennet,320.0,17.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The dialogue tag ""he thus explained"" requires resolving the pronoun to Mr. Bennet before attribution is explicit. ---",Mr. Collins,Mr. Bennet
PrideAndPrejudice_1252,Both_Fail,Mr. Darcy,Elizabeth | Mr. Darcy | Mrs. Bennet | Mr. Bennet,"I cannot fix on the hour, or the spot, or the look, or the words, which
laid the foundation. It is too long ago. I was in the middle before I
knew that I _had_ begun.",,No,,,,Mr. Bennet,1253.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Nearby,High,Yes,The quotation immediately follows the ongoing dialogue without a new speaker tag. Maintaining conversational continuity identifies Mr. Darcy. ---,Mr. Bennet,Mr. Bennet
DaisyMiller_326,Explicit_Present_But_Fail,Mrs. Miller,Mrs. Walker | Randolph | Mrs. Miller | Daisy Miller | Winterbourne,"I
guess we ll go back to the hotel,",she said,Yes,she,,said,Mrs. Walker,327.0,8.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The narration ""she said"" identifies the speaker only through a pronoun. Resolving the pronoun explicitly identifies Mrs. Miller. --- Batch Summary - Most common category: 1a. Reference: Pronominal Coreference (8) followed by 2. Discourse: Speaker Continuity (8). - Other categories: 1b. Lexical Normalization / Alias Matching (3). - New phenomena observed: None. All examples fit the current taxonomy. - Taxonomy assessment: The taxonomy remains stable. The only recurring edge case is distinguishing Speaker Continuity from Speaker–Addressee Semantics when dialogue tags are absent but an explicit addressee is present. Following the rule of identifying the first missing capability, Speaker Continuity should generally remain primary in those cases.",Mrs. Walker,Mrs. Walker
PrideAndPrejudice_58,Both_Fail,Mrs. Bennet,Maria | Kitty | Jane | Mr. Bennet | Mr. Bingley | Elizabeth | Mr. Darcy | Charlotte Lucas | Mary | Lydia | Mrs. Bennet,"we have had a most
delightful evening, a most excellent ball. I wish you had been there.
Jane was so admired, nothing could be like it. Every body said how well
she looked; and Mr. Bingley thought her quite beautiful, and danced with
her twice. Only think of _that_ my dear; he actually danced with her
twice; and she was the only creature in the room that he asked a second
time. First of all, he asked Miss Lucas. I was so vexed to see him stand
up with her; but, however, he did not admire her at all: indeed, nobody
can, you know; and he seemed quite struck with Jane as she was going
down the dance. So, he enquired who she was, and got introduced, and
asked her for the two next. Then, the two third he danced with Miss
King, and the two fourth with Maria Lucas, and the two fifth with Jane
again, and the two sixth with Lizzy, and the Boulanger----",,No,,,,Mr. Darcy,59.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Local,High,Yes,The quotation is a continuation of Mrs. Bennet's uninterrupted speech with no new dialogue tag. Attribution depends on maintaining speaker continuity. ---,Mr. Darcy,Mr. Darcy
AlicesAdventuresInWonderland_182,Explicit_Present_But_Fail,Alice,The Pigeon | Alice,"Come, there's half my plan
done now! How puzzling all these changes are! I'm never sure what I'm
going to be, from one minute to another! However, I've got back to my
right size: the next thing is, to get into that beautiful garden--how
_is_ that to be done, I wonder?",got used to it in a few minutes and began talking to herself,Yes,,,,Alice,183.0,60.0,Discourse: Speaker Continuity,,topic continuation,Nearby,Medium,Yes,"The narration continues the same narrative subject across clauses (""...began talking to herself"") without introducing a new referring expression. Speaker attribution depends on maintaining discourse continuity rather than resolving a pronoun. ---",The Pigeon,The Pigeon
PrideAndPrejudice_151,Both_Fail,Mrs. Bennet,Mr. Bennet | Elizabeth | Lydia | Jane | Mrs. Bennet,"This was a lucky idea of mine, indeed!",said Mrs Bennet,No,,"Mrs, Bennet",said,Mr. Bennet,152.0,15.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"""Mrs Bennet"" differs only orthographically from the canonical candidate ""Mrs. Bennet."" A simple alias normalization resolves the mismatch. ---",Mr. Bennet,Mr. Bennet
DaisyMiller_98,Both_Fail,Winterbourne,Eugenio | Randolph | Mrs. Costello | Mrs. Miller | Daisy Miller | Winterbourne,"I am afraid you don t approve of them,",he said,No,he,,said,Daisy Miller,99.0,7.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"The dialogue tag ""he said"" requires resolving the pronoun to Winterbourne before speaker attribution can succeed. ---",Eugenio,Eugenio
PrideAndPrejudice_1113,Both_Fail,Mrs. Bennet,Kitty | Mr. Bennet | Mr. Bingley | Lady Catherine De Bourgh | Elizabeth | Lydia | Jane | Mrs. Bennet,"Yes, madam, She is my youngest girl but one. My youngest of all, is lately married,
and my eldest is somewhere about the grounds, walking with a young man,
who I believe will soon become a part of the family.",said Mrs Bennet,No,,"Mrs, Bennet",said,Lady Catherine De Bourgh,1114.0,15.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"""Mrs Bennet"" must be normalized to the canonical candidate ""Mrs. Bennet."" This is a lexical normalization problem. ---",Kitty,Kitty
AlicesAdventuresInWonderland_667,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It must have been that, unless it was written to
nobody, which isn't usual, you know.",said the King,No,,King,said,The Queen,668.0,13.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"""The King"" refers directly to the canonical entity ""The King Of Hearts."" An alias dictionary would resolve the mismatch. ---",Hare,The White Rabbit
PrideAndPrejudice_366,GBM_Only,George Wickham,Elizabeth | Mr. Darcy | George Wickham | The Late Mr. Darcy,"A thorough, determined dislike of me--a dislike which I cannot but
attribute in some measure to jealousy. Had the late Mr. Darcy liked me
less, his son might have borne with me better; but his father's uncommon
attachment to me, irritated him I believe very early in life. He had not
a temper to bear the sort of competition in which we stood--the sort of
preference which was often given me.",,Yes,,,,George Wickham,367.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Local,High,Yes,The quotation continues George Wickham's uninterrupted speech. Correct attribution depends on preserving discourse continuity. ---,The Late Mr. Darcy,George Wickham
PrideAndPrejudice_498,Both_Fail,Elizabeth,George Wickham | Mr. Collins | Mr. Bingley | Mr. Bennet | Miss Bingley | Elizabeth | Lydia | Jane | Mrs. Bennet,It is only evident that Miss Bingley does not mean he _should_.,,No,,,,Jane,499.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Local,High,Yes,No referring expression identifies the speaker. Attribution relies on continuation of the existing conversational turn. ---,George Wickham,George Wickham
AlicesAdventuresInWonderland_122,Explicit_Present_But_Fail,Alice,Bill | Pat | The White Rabbit | Alice,"I'll put a stop to
this,",she said to herself,Yes,she,,said,The White Rabbit,123.0,19.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,pronoun,Nearby,High,Yes,"""She said to herself"" requires resolving the pronoun to Alice. Speaker attribution becomes explicit once the reference is resolved. ---",The White Rabbit,The White Rabbit
AlicesAdventuresInWonderland_661,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It's the oldest rule in the book,",said the King,No,,King,said,The Queen,662.0,13.0,Reference: Lexical Normalization / Alias Matching,,alias,Local,High,Yes,"""The King"" is an alias for ""The King Of Hearts."" This is a straightforward lexical normalization failure. ---",Hare,Alice
PrideAndPrejudice_1018,GBM_Only,Elizabeth,George Wickham | Miss Darcy | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Lydia,Yes; he introduced us to his sister.,,Yes,,,,Elizabeth,1019.0,3.0,Discourse: Speaker Continuity,,"dialogue tag absent, topic continuation",Local,High,Yes,The quotation is a continuation of Elizabeth's speech without a new attribution. Speaker continuity is sufficient. ---,Mr. Darcy,Elizabeth
PrideAndPrejudice_838,Both_Fail,Mrs. Gardiner,George Wickham | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"This fine account of him, is not
quite consistent with his behaviour to our poor friend.",whispered her aunt,No,her,,whispered,Mrs. Reynolds,839.0,18.0,Reference: Pronominal Coreference,Discourse: Speaker Continuity,"pronoun, discourse marker",Nearby,High,Yes,"The referring expression ""her aunt"" requires resolving the possessive reference to Elizabeth before identifying Mrs. Gardiner as the speaker. ---",Mrs. Reynolds,Mrs. Reynolds
PrideAndPrejudice_1255,GBM_Only,Elizabeth,Elizabeth | Mr. Darcy | Mr. Bennet | Mrs. Bennet,"You may as well call it impertinence at once. It was very little less.
The fact is, that you were sick of civility, of deference, of officious
attention. You were disgusted with the women who were always speaking
and looking, and thinking for _your_ approbation alone. I roused, and
interested you, because I was so unlike _them_. Had you not been really
amiable you would have hated me for it; but in spite of the pains you
took to disguise yourself, your feelings were always noble and just; and
in your heart, you thoroughly despised the persons who so assiduously
courted you. There--I have saved you the trouble of accounting for it;
and really, all things considered, I begin to think it perfectly
reasonable. To be sure, you knew no actual good of me--but nobody thinks
of _that_ when they fall in love.",,Yes,,,,Elizabeth,1256.0,3.0,Discourse: Speaker Continuity,Pragmatics: Speaker–Addressee Semantics,"explicit addressee, dialogue tag absent",Local,High,No,"The quotation continues Elizabeth's speech without a new dialogue tag. The addressee supports attribution, but maintaining speaker continuity is the primary missing capability. ---",Mr. Bennet,Elizabeth
