quote_id,quote_type,baseline_prediction,EXP019_prediction,gold,recovered,regressed
AlicesAdventuresInWonderland_400,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_401,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_402,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_403,Explicit,The Cat,The Cat,The King Of Hearts,0,0
AlicesAdventuresInWonderland_404,Explicit,The Cat,The Cat,The Cat,0,0
AlicesAdventuresInWonderland_405,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_406,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_407,Explicit,The Queen,The Queen,The King Of Hearts,0,0
AlicesAdventuresInWonderland_408,Anaphoric,The Queen,The Queen,The King Of Hearts,0,0
AlicesAdventuresInWonderland_409,Anaphoric,Alice,Alice,The Queen,0,0
AlicesAdventuresInWonderland_41,Anaphoric,Alice,Alice,The Mouse,0,0
AlicesAdventuresInWonderland_410,Explicit,The Queen,The Queen,The King Of Hearts,0,0
AlicesAdventuresInWonderland_411,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_412,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_413,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_414,Explicit,The Queen,The Queen,The Duchess,0,0
AlicesAdventuresInWonderland_415,Anaphoric,The Queen,The Queen,Alice,0,0
AlicesAdventuresInWonderland_416,Anaphoric,The Queen,The Queen,The Duchess,0,0
AlicesAdventuresInWonderland_417,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_418,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_419,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_42,Explicit,Alice,Alice,The Lory,0,0
AlicesAdventuresInWonderland_420,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_421,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_422,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_423,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_424,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_425,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_426,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_427,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_428,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_429,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_43,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_430,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_431,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_432,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_433,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_434,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_435,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_436,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_437,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_438,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_439,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_44,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_440,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_441,Explicit,The Duchess,The Duchess,The Duchess,0,0
AlicesAdventuresInWonderland_442,Explicit,Alice,The Duchess,The Queen,0,0
AlicesAdventuresInWonderland_443,Explicit,The Duchess,The Duchess,The Queen,0,0
AlicesAdventuresInWonderland_444,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_445,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_446,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_447,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_448,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_449,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_45,Explicit,The Lory,The Lory,The Lory,0,0
AlicesAdventuresInWonderland_450,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_451,Anaphoric,The Queen,The Queen,Alice,0,0
AlicesAdventuresInWonderland_452,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_453,Explicit,The Queen,The Queen,The Gryphon,0,0
AlicesAdventuresInWonderland_454,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_455,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_456,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_457,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_458,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_459,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_46,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_460,Explicit,Alice,Alice,The Mock Turtle,0,0
AlicesAdventuresInWonderland_461,Explicit,The Gryphon,The Gryphon,Alice,0,0
AlicesAdventuresInWonderland_462,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_463,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_464,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_465,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_466,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_467,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_468,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_469,Anaphoric,The Gryphon,The Mock Turtle,The Mock Turtle,1,0
AlicesAdventuresInWonderland_47,Explicit,The Lory,The Lory,The Lory,0,0
AlicesAdventuresInWonderland_470,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_471,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_472,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_473,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_474,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_475,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_476,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_477,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_478,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_479,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_48,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_480,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_481,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_482,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_483,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_484,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_485,Anaphoric,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_486,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_487,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_488,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_489,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_49,Explicit,The Mouse,The Mouse,The Duck,0,0
AlicesAdventuresInWonderland_490,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_491,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_492,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_493,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_494,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_495,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_496,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_497,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_498,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_499,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_5,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_50,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_500,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_501,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_502,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_503,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_504,Anaphoric,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_505,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_506,Anaphoric,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_507,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_508,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_509,Anaphoric,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_51,Explicit,The Duck,The Duck,The Duck,0,0
AlicesAdventuresInWonderland_510,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_511,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_512,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_513,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_514,Implicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_515,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_516,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_517,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_518,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_519,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_52,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_520,Implicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_521,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_522,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_523,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_524,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_525,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_526,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_527,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_528,Explicit,The Gryphon,The Mock Turtle,The Mock Turtle,1,0
AlicesAdventuresInWonderland_529,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_53,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_530,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_531,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_532,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_533,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_534,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_535,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_536,Anaphoric,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_537,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_538,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_539,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_54,Explicit,The Mouse,The Mouse,The Dodo,0,0
AlicesAdventuresInWonderland_540,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_541,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_542,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_543,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_544,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_545,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_546,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_547,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_548,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_549,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_55,Explicit,Alice,Alice,The Eaglet,0,0
AlicesAdventuresInWonderland_550,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_551,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_552,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_553,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_554,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_555,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_556,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_557,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_558,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_559,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_56,Explicit,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_560,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_561,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_562,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_563,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_564,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_565,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_566,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_567,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_568,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_569,Explicit,The Mock Turtle,The Mock Turtle,The Mock Turtle,0,0
AlicesAdventuresInWonderland_57,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_570,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_571,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_572,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_573,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_574,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_575,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_576,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_577,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_578,Anaphoric,The Gryphon,The Gryphon,Alice,0,0
AlicesAdventuresInWonderland_579,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_58,Explicit,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_580,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_581,Explicit,The Gryphon,The Gryphon,The Gryphon,0,0
AlicesAdventuresInWonderland_582,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_583,Explicit,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_584,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_585,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_586,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_587,Explicit,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_588,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_589,Explicit,Alice,The White Rabbit,The White Rabbit,1,0
AlicesAdventuresInWonderland_59,Anaphoric,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_590,Anaphoric,Alice,Alice,The Hatter,0,0
AlicesAdventuresInWonderland_591,Explicit,Alice,The White Rabbit,The King Of Hearts,0,0
AlicesAdventuresInWonderland_592,Anaphoric,Alice,Alice,The Hatter,0,0
AlicesAdventuresInWonderland_593,Explicit,Alice,The White Rabbit,Hare,0,0
AlicesAdventuresInWonderland_594,Explicit,Alice,Alice,The Dormouse,0,0
AlicesAdventuresInWonderland_595,Explicit,Alice,The White Rabbit,The King Of Hearts,0,0
AlicesAdventuresInWonderland_596,Explicit,Alice,The Hatter,The King Of Hearts,0,0
AlicesAdventuresInWonderland_597,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_598,Explicit,Alice,The Hatter,The King Of Hearts,0,0
AlicesAdventuresInWonderland_599,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_6,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_60,Explicit,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_600,Explicit,Alice,The Hatter,The King Of Hearts,0,0
AlicesAdventuresInWonderland_601,Explicit,The Dormouse,The Dormouse,The Dormouse,0,0
AlicesAdventuresInWonderland_602,Explicit,The Hatter,The Hatter,Alice,0,0
AlicesAdventuresInWonderland_603,Explicit,The Dormouse,The Dormouse,The Dormouse,0,0
AlicesAdventuresInWonderland_604,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_605,Explicit,The Dormouse,The Dormouse,The Dormouse,0,0
AlicesAdventuresInWonderland_606,Anaphoric,Alice,Alice,The Queen,0,0
AlicesAdventuresInWonderland_607,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_608,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_609,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_61,Explicit,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_610,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_611,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_612,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_613,Explicit,Alice,Alice,Hare,0,0
AlicesAdventuresInWonderland_614,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_615,Explicit,Hare,Hare,Hare,0,0
AlicesAdventuresInWonderland_616,Explicit,The Hatter,The Hatter,The King Of Hearts,0,0
AlicesAdventuresInWonderland_617,Explicit,Hare,Hare,The Hatter,0,0
AlicesAdventuresInWonderland_618,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_619,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_62,Explicit,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_620,Explicit,The Hatter,The Hatter,The King Of Hearts,0,0
AlicesAdventuresInWonderland_621,Anaphoric,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_622,Explicit,The Hatter,The Hatter,The King Of Hearts,0,0
AlicesAdventuresInWonderland_623,Explicit,The Hatter,The Hatter,Alice,0,0
AlicesAdventuresInWonderland_624,Explicit,The Hatter,The Hatter,The King Of Hearts,0,0
AlicesAdventuresInWonderland_625,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_626,Explicit,The Hatter,The Hatter,The King Of Hearts,0,0
AlicesAdventuresInWonderland_627,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_628,Explicit,The Hatter,The Hatter,The Hatter,0,0
AlicesAdventuresInWonderland_629,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_63,Explicit,The Mouse,The Mouse,The Mouse,0,0
AlicesAdventuresInWonderland_630,Explicit,Alice,Alice,The Queen,0,0
AlicesAdventuresInWonderland_631,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_632,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_633,Explicit,Alice,Alice,The Cook,0,0
AlicesAdventuresInWonderland_634,Explicit,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_635,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_636,Explicit,The Cook,The Cook,The Cook,0,0
AlicesAdventuresInWonderland_637,Anaphoric,Alice,Alice,The Dormouse,0,0
AlicesAdventuresInWonderland_638,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_639,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_64,Explicit,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_640,Anaphoric,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_641,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_642,Explicit,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_643,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_644,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_645,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_646,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_647,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_648,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_649,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_65,Explicit,The Mouse,The Mouse,The Dodo,0,0
AlicesAdventuresInWonderland_650,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_651,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_652,Anaphoric,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_653,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_654,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_655,Anaphoric,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_656,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_657,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_658,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_659,Explicit,Alice,Alice,The Queen,0,0
AlicesAdventuresInWonderland_66,Explicit,The Dodo,The Dodo,Alice,0,0
AlicesAdventuresInWonderland_660,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_661,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_662,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_663,Anaphoric,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_664,Explicit,The White Rabbit,The White Rabbit,The White Rabbit,0,0
AlicesAdventuresInWonderland_665,Explicit,The Queen,Alice,The Queen,0,1
AlicesAdventuresInWonderland_666,Explicit,The White Rabbit,The White Rabbit,The White Rabbit,0,0
AlicesAdventuresInWonderland_667,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_668,Explicit,The White Rabbit,The White Rabbit,The White Rabbit,0,0
AlicesAdventuresInWonderland_669,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_67,Explicit,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_670,Explicit,Alice,Alice,The Knave Of Hearts,0,0
AlicesAdventuresInWonderland_671,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_672,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_673,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_674,Explicit,Alice,The White Rabbit,The King Of Hearts,0,0
AlicesAdventuresInWonderland_675,Anaphoric,Alice,Alice,The White Rabbit,0,0
AlicesAdventuresInWonderland_676,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_677,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_678,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_679,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_68,Explicit,The Dodo,The Dodo,The Dodo,0,0
AlicesAdventuresInWonderland_680,Anaphoric,Alice,Alice,The Knave Of Hearts,0,0
AlicesAdventuresInWonderland_681,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_682,Explicit,Alice,Alice,Alice,0,0
AlicesAdventuresInWonderland_683,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_684,Anaphoric,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_685,Explicit,The Queen,The Queen,The Queen,0,0
AlicesAdventuresInWonderland_686,Explicit,Alice,Alice,The King Of Hearts,0,0
AlicesAdventuresInWonderland_687,Explicit,Alice,Alice,The King Of Hearts,0,0
