quote_id,quote_type,candidate,similarity_score,reason_unavailable,is_gold
AlicesAdventuresInWonderland_196,Anaphoric,The Pigeon,0.1244885464826035,AVAILABLE,0
AlicesAdventuresInWonderland_196,Anaphoric,The Fish-Footman,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_196,Anaphoric,The Frog-Footman,0.11905284876852198,AVAILABLE,1
AlicesAdventuresInWonderland_196,Anaphoric,Alice,0.1329925323542239,AVAILABLE,0
AlicesAdventuresInWonderland_197,Explicit,The Fish-Footman,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_197,Explicit,The Frog-Footman,0.032627775563394,AVAILABLE,0
AlicesAdventuresInWonderland_197,Explicit,Alice,0.23975206703792765,AVAILABLE,1
AlicesAdventuresInWonderland_198,Explicit,The Fish-Footman,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_198,Explicit,The Frog-Footman,0.20157017387585036,AVAILABLE,1
AlicesAdventuresInWonderland_198,Explicit,Alice,0.17294353692691644,AVAILABLE,0
AlicesAdventuresInWonderland_199,Explicit,The Fish-Footman,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_199,Explicit,The Frog-Footman,0.11267136627132876,AVAILABLE,0
AlicesAdventuresInWonderland_199,Explicit,Alice,0.14349334421788149,AVAILABLE,1
AlicesAdventuresInWonderland_200,Explicit,The Frog-Footman,0.09145514259886196,AVAILABLE,0
AlicesAdventuresInWonderland_200,Explicit,Alice,0.07935345846247675,AVAILABLE,1
AlicesAdventuresInWonderland_201,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_201,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_201,Explicit,The Frog-Footman,0.16234956219540686,AVAILABLE,0
AlicesAdventuresInWonderland_201,Explicit,The Duchess,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_201,Explicit,Alice,0.17545933375508213,AVAILABLE,1
AlicesAdventuresInWonderland_201,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_202,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_202,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_202,Explicit,The Frog-Footman,0.05390509871774546,AVAILABLE,0
AlicesAdventuresInWonderland_202,Explicit,Alice,0.22648232597530382,AVAILABLE,0
AlicesAdventuresInWonderland_202,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_203,Anaphoric,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_203,Anaphoric,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_203,Anaphoric,The Frog-Footman,0.08602666542858659,AVAILABLE,0
AlicesAdventuresInWonderland_203,Anaphoric,The Duchess,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_203,Anaphoric,Alice,0.09074597868035324,AVAILABLE,1
AlicesAdventuresInWonderland_203,Anaphoric,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_204,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_204,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_204,Explicit,The Frog-Footman,0.07991294155663847,AVAILABLE,0
AlicesAdventuresInWonderland_204,Explicit,The Duchess,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_204,Explicit,Alice,0.18155077791210072,AVAILABLE,0
AlicesAdventuresInWonderland_204,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_205,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_205,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_205,Explicit,The Frog-Footman,0.10238408416460938,AVAILABLE,0
AlicesAdventuresInWonderland_205,Explicit,The Duchess,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_205,Explicit,Alice,0.18223175265456032,AVAILABLE,1
AlicesAdventuresInWonderland_205,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_206,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_206,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_206,Explicit,The Frog-Footman,0.2419783665487292,AVAILABLE,0
AlicesAdventuresInWonderland_206,Explicit,The Duchess,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_206,Explicit,Alice,0.23580334303835668,AVAILABLE,0
AlicesAdventuresInWonderland_206,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_207,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_207,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_207,Explicit,The Frog-Footman,0.111823033216766,AVAILABLE,0
AlicesAdventuresInWonderland_207,Explicit,The Duchess,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_207,Explicit,Alice,0.11840969209357091,AVAILABLE,1
AlicesAdventuresInWonderland_207,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_208,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_208,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_208,Explicit,The Frog-Footman,0.06789964282441506,AVAILABLE,0
AlicesAdventuresInWonderland_208,Explicit,The Duchess,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_208,Explicit,Alice,0.12851018352999807,AVAILABLE,0
AlicesAdventuresInWonderland_208,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_209,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_209,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_209,Explicit,The Frog-Footman,0.20629008965861861,AVAILABLE,0
AlicesAdventuresInWonderland_209,Explicit,The Duchess,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_209,Explicit,Alice,0.29365018355302147,AVAILABLE,1
AlicesAdventuresInWonderland_209,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_210,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_210,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_210,Explicit,The Frog-Footman,0.026201146741719347,AVAILABLE,0
AlicesAdventuresInWonderland_210,Explicit,The Duchess,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_210,Explicit,Alice,0.06005438746274144,AVAILABLE,0
AlicesAdventuresInWonderland_210,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_211,Anaphoric,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_211,Anaphoric,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_211,Anaphoric,The Frog-Footman,0.01594433355312815,AVAILABLE,0
AlicesAdventuresInWonderland_211,Anaphoric,The Duchess,0.062463288674871234,AVAILABLE,0
AlicesAdventuresInWonderland_211,Anaphoric,Alice,0.12516792046776198,AVAILABLE,1
AlicesAdventuresInWonderland_211,Anaphoric,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_212,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_212,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_212,Explicit,The Frog-Footman,0.029760313166744854,AVAILABLE,0
AlicesAdventuresInWonderland_212,Explicit,The Duchess,0.028809920580278845,AVAILABLE,1
AlicesAdventuresInWonderland_212,Explicit,Alice,0.06391229741342304,AVAILABLE,0
AlicesAdventuresInWonderland_212,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_213,Anaphoric,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_213,Anaphoric,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_213,Anaphoric,The Frog-Footman,0.0656436069112158,AVAILABLE,0
AlicesAdventuresInWonderland_213,Anaphoric,The Duchess,0.10655724073989847,AVAILABLE,1
AlicesAdventuresInWonderland_213,Anaphoric,Alice,0.25169728016892634,AVAILABLE,0
AlicesAdventuresInWonderland_213,Anaphoric,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_214,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_214,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_214,Explicit,The Duchess,0.024047640444769695,AVAILABLE,1
AlicesAdventuresInWonderland_214,Explicit,Alice,0.14709483911647203,AVAILABLE,0
AlicesAdventuresInWonderland_214,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_215,Explicit,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_215,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_215,Explicit,The Queen,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_215,Explicit,Alice,0.3455552705202331,AVAILABLE,0
AlicesAdventuresInWonderland_215,Explicit,The Duchess,0.15528745188176094,AVAILABLE,1
AlicesAdventuresInWonderland_215,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_216,Explicit,The Duchess,0.07836374459270737,AVAILABLE,0
AlicesAdventuresInWonderland_216,Explicit,Alice,0.09208132917198002,AVAILABLE,1
AlicesAdventuresInWonderland_216,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_217,Anaphoric,The Cook,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_217,Anaphoric,The Duchess,0.14102557405045063,AVAILABLE,0
AlicesAdventuresInWonderland_217,Anaphoric,Alice,0.3110767729580467,AVAILABLE,1
AlicesAdventuresInWonderland_217,Anaphoric,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_218,Explicit,The Duchess,0.09836820055400837,AVAILABLE,0
AlicesAdventuresInWonderland_218,Explicit,Alice,0.12160749197364579,AVAILABLE,1
AlicesAdventuresInWonderland_218,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_219,Anaphoric,The Duchess,0.05677526255225019,AVAILABLE,0
AlicesAdventuresInWonderland_219,Anaphoric,Alice,0.1593273042961041,AVAILABLE,1
AlicesAdventuresInWonderland_220,Explicit,The Duchess,0.18381249403424738,AVAILABLE,0
AlicesAdventuresInWonderland_220,Explicit,Alice,0.3242631180614674,AVAILABLE,1
AlicesAdventuresInWonderland_220,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_221,Explicit,The Duchess,0.15045334394131063,AVAILABLE,0
AlicesAdventuresInWonderland_221,Explicit,Alice,0.25223592444439336,AVAILABLE,1
AlicesAdventuresInWonderland_221,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_222,Anaphoric,The Duchess,0.13202300313830975,AVAILABLE,0
AlicesAdventuresInWonderland_222,Anaphoric,Alice,0.20940586696090305,AVAILABLE,1
AlicesAdventuresInWonderland_222,Anaphoric,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_223,Anaphoric,The Duchess,0.10927607869543784,AVAILABLE,0
AlicesAdventuresInWonderland_223,Anaphoric,Alice,0.2054471023460112,AVAILABLE,1
AlicesAdventuresInWonderland_224,Anaphoric,Alice,0.0,AVAILABLE,1
AlicesAdventuresInWonderland_224,Anaphoric,The Duchess,0.04748834767374332,AVAILABLE,0
AlicesAdventuresInWonderland_224,Anaphoric,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_225,Explicit,Alice,0.13172328722128546,AVAILABLE,1
AlicesAdventuresInWonderland_225,Explicit,The Duchess,0.0620117086771388,AVAILABLE,0
AlicesAdventuresInWonderland_225,Explicit,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_226,Anaphoric,Alice,0.22879435907701576,AVAILABLE,1
AlicesAdventuresInWonderland_226,Anaphoric,The Duchess,0.1327139094954217,AVAILABLE,0
AlicesAdventuresInWonderland_226,Anaphoric,The Cat,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_227,Explicit,The Duchess,0.16366503657301054,AVAILABLE,0
AlicesAdventuresInWonderland_227,Explicit,Alice,0.2647929982445777,AVAILABLE,0
AlicesAdventuresInWonderland_228,Explicit,Alice,0.03417113012953461,AVAILABLE,1
AlicesAdventuresInWonderland_228,Explicit,The Duchess,0.07957487348309364,AVAILABLE,0
AlicesAdventuresInWonderland_228,Explicit,The Cat,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_229,Explicit,The Duchess,0.14138007148888426,AVAILABLE,0
AlicesAdventuresInWonderland_229,Explicit,Alice,0.1882218608345923,AVAILABLE,0
AlicesAdventuresInWonderland_229,Explicit,The Cat,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_230,Explicit,Alice,0.0750817624714603,AVAILABLE,1
AlicesAdventuresInWonderland_230,Explicit,The Duchess,0.020468028397567777,AVAILABLE,0
AlicesAdventuresInWonderland_230,Explicit,The Cat,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_231,Explicit,Alice,0.3503533457184451,AVAILABLE,0
AlicesAdventuresInWonderland_231,Explicit,The Cat,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_232,Anaphoric,Alice,0.11124073368692212,AVAILABLE,1
AlicesAdventuresInWonderland_232,Anaphoric,The Cat,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_233,Explicit,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_233,Explicit,Hare,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_233,Explicit,Alice,0.1330222482160354,AVAILABLE,0
AlicesAdventuresInWonderland_233,Explicit,The Cat,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_234,Explicit,Alice,0.15468558150471684,AVAILABLE,1
AlicesAdventuresInWonderland_234,Explicit,The Cat,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_235,Explicit,Alice,0.185148852071964,AVAILABLE,0
AlicesAdventuresInWonderland_235,Explicit,The Cat,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_236,Explicit,Alice,0.19292277006646041,AVAILABLE,1
AlicesAdventuresInWonderland_236,Explicit,The Cat,0.3181690171443816,AVAILABLE,0
AlicesAdventuresInWonderland_237,Explicit,Alice,0.2519917078429907,AVAILABLE,0
AlicesAdventuresInWonderland_237,Explicit,The Cat,0.25268083365101607,AVAILABLE,1
AlicesAdventuresInWonderland_238,Anaphoric,Alice,0.3215459265127523,AVAILABLE,1
AlicesAdventuresInWonderland_238,Anaphoric,The Cat,0.5531384512606898,AVAILABLE,0
AlicesAdventuresInWonderland_239,Explicit,Alice,0.23010762289143055,AVAILABLE,0
AlicesAdventuresInWonderland_239,Explicit,The Cat,0.3201285788209385,AVAILABLE,1
AlicesAdventuresInWonderland_240,Explicit,Alice,0.06900131027031008,AVAILABLE,1
AlicesAdventuresInWonderland_240,Explicit,The Cat,0.0,AVAILABLE,0
AlicesAdventuresInWonderland_241,Explicit,Alice,0.19547745984940645,AVAILABLE,0
AlicesAdventuresInWonderland_241,Explicit,The Cat,0.12694352643037948,AVAILABLE,1
AlicesAdventuresInWonderland_242,Explicit,Alice,0.09809275357724896,AVAILABLE,1
AlicesAdventuresInWonderland_242,Explicit,The Cat,0.0691840444867183,AVAILABLE,0
AlicesAdventuresInWonderland_243,Explicit,The Queen,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_243,Explicit,Alice,0.3638814314483839,AVAILABLE,0
AlicesAdventuresInWonderland_243,Explicit,The Cat,0.3050448204755073,AVAILABLE,1
AlicesAdventuresInWonderland_244,Explicit,Alice,0.1757867487092865,AVAILABLE,1
AlicesAdventuresInWonderland_244,Explicit,The Cat,0.05595679793315715,AVAILABLE,0
AlicesAdventuresInWonderland_245,Explicit,Alice,0.3079174417457601,AVAILABLE,0
AlicesAdventuresInWonderland_245,Explicit,The Cat,0.16695100256705098,AVAILABLE,1
AlicesAdventuresInWonderland_245,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_246,Explicit,Alice,0.10557553547507302,AVAILABLE,1
AlicesAdventuresInWonderland_246,Explicit,The Cat,0.05248419997921299,AVAILABLE,0
AlicesAdventuresInWonderland_246,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_247,Explicit,Alice,0.12523180478065268,AVAILABLE,0
AlicesAdventuresInWonderland_247,Explicit,The Cat,0.05984395847026321,AVAILABLE,1
AlicesAdventuresInWonderland_247,Explicit,The Baby,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_248,Anaphoric,Hare,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_248,Anaphoric,Alice,0.28841652760511677,AVAILABLE,1
AlicesAdventuresInWonderland_248,Anaphoric,The Cat,0.17555980955756642,AVAILABLE,0
AlicesAdventuresInWonderland_249,Explicit,Alice,0.09087892542347137,AVAILABLE,0
AlicesAdventuresInWonderland_249,Explicit,The Cat,0.16947316601430795,AVAILABLE,1
AlicesAdventuresInWonderland_250,Explicit,Alice,0.21823456720646014,AVAILABLE,1
AlicesAdventuresInWonderland_250,Explicit,The Cat,0.23771070660279045,AVAILABLE,0
AlicesAdventuresInWonderland_251,Explicit,Alice,0.04650898757050982,AVAILABLE,0
AlicesAdventuresInWonderland_251,Explicit,The Cat,0.020444354099344267,AVAILABLE,1
AlicesAdventuresInWonderland_252,Explicit,Alice,0.13741575307009712,AVAILABLE,1
AlicesAdventuresInWonderland_252,Explicit,The Cat,0.05720886758648251,AVAILABLE,0
AlicesAdventuresInWonderland_253,Anaphoric,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_253,Anaphoric,Hare,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_253,Anaphoric,Alice,0.24331334472868324,AVAILABLE,1
AlicesAdventuresInWonderland_253,Anaphoric,The Cat,0.18750110986732302,AVAILABLE,0
AlicesAdventuresInWonderland_254,Explicit,Alice,0.2096431972336939,AVAILABLE,1
AlicesAdventuresInWonderland_254,Explicit,The Cat,0.103235707096174,AVAILABLE,0
AlicesAdventuresInWonderland_255,Explicit,Hare,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_255,Explicit,The Cat,0.026011685780357903,AVAILABLE,0
AlicesAdventuresInWonderland_255,Explicit,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_255,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_255,Explicit,Alice,0.07111559666313444,AVAILABLE,1
AlicesAdventuresInWonderland_256,Explicit,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_256,Explicit,The Cat,0.014128814280094071,AVAILABLE,0
AlicesAdventuresInWonderland_256,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_256,Explicit,Alice,0.02216897958421012,AVAILABLE,0
AlicesAdventuresInWonderland_257,Anaphoric,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_257,Anaphoric,The Cat,0.024809461638700417,AVAILABLE,0
AlicesAdventuresInWonderland_257,Anaphoric,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_257,Anaphoric,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_257,Anaphoric,Alice,0.06247827328971092,AVAILABLE,1
AlicesAdventuresInWonderland_258,Explicit,Hare,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_258,Explicit,The Cat,0.014128814280094071,AVAILABLE,0
AlicesAdventuresInWonderland_258,Explicit,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_258,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_258,Explicit,Alice,0.04914162769208463,AVAILABLE,0
AlicesAdventuresInWonderland_259,Explicit,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_259,Explicit,The Cat,0.3077578648689351,AVAILABLE,0
AlicesAdventuresInWonderland_259,Explicit,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_259,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_259,Explicit,Alice,0.32948029509630145,AVAILABLE,1
AlicesAdventuresInWonderland_260,Explicit,Hare,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_260,Explicit,The Cat,0.2424222983610109,AVAILABLE,0
AlicesAdventuresInWonderland_260,Explicit,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_260,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_260,Explicit,Alice,0.300621926037918,AVAILABLE,0
AlicesAdventuresInWonderland_261,Explicit,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_261,Explicit,The Cat,0.06386047474403377,AVAILABLE,0
AlicesAdventuresInWonderland_261,Explicit,The Hatter,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_261,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_261,Explicit,Alice,0.16520844121991454,AVAILABLE,1
AlicesAdventuresInWonderland_262,Explicit,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_262,Explicit,The Cat,0.0,AVAILABLE,0
AlicesAdventuresInWonderland_262,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_262,Explicit,Alice,0.02297462102186764,AVAILABLE,0
AlicesAdventuresInWonderland_263,Explicit,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_263,Explicit,The Cat,0.2296863879432502,AVAILABLE,0
AlicesAdventuresInWonderland_263,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_263,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_263,Explicit,Alice,0.24989680684324203,AVAILABLE,1
AlicesAdventuresInWonderland_264,Anaphoric,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_264,Anaphoric,The Cat,0.018501115124212406,AVAILABLE,0
AlicesAdventuresInWonderland_264,Anaphoric,The Hatter,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_264,Anaphoric,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_264,Anaphoric,Alice,0.06607565023358959,AVAILABLE,0
AlicesAdventuresInWonderland_265,Explicit,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_265,Explicit,The Cat,0.0337281569107718,AVAILABLE,0
AlicesAdventuresInWonderland_265,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_265,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_265,Explicit,Alice,0.05766973487032005,AVAILABLE,1
AlicesAdventuresInWonderland_266,Anaphoric,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_266,Anaphoric,The Cat,0.0600600300132179,AVAILABLE,0
AlicesAdventuresInWonderland_266,Anaphoric,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_266,Anaphoric,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_266,Anaphoric,Alice,0.05813989784067513,AVAILABLE,1
AlicesAdventuresInWonderland_267,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_267,Explicit,Hare,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_267,Explicit,Alice,0.4407315587730576,AVAILABLE,0
AlicesAdventuresInWonderland_267,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_268,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_268,Explicit,Hare,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_268,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_268,Explicit,Alice,0.04004334991136677,AVAILABLE,1
AlicesAdventuresInWonderland_269,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_269,Explicit,Hare,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_269,Explicit,Alice,0.22202772565663922,AVAILABLE,0
AlicesAdventuresInWonderland_269,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_270,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_270,Explicit,Hare,0.2608996792444224,AVAILABLE,0
AlicesAdventuresInWonderland_270,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_270,Explicit,Alice,0.2061148462401072,AVAILABLE,1
AlicesAdventuresInWonderland_271,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_271,Explicit,Hare,0.1600166122059969,AVAILABLE,0
AlicesAdventuresInWonderland_271,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_271,Explicit,Alice,0.21808668886458177,AVAILABLE,0
AlicesAdventuresInWonderland_272,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_272,Explicit,Hare,0.17733957683437881,AVAILABLE,1
AlicesAdventuresInWonderland_272,Explicit,Alice,0.23656464223283355,AVAILABLE,0
AlicesAdventuresInWonderland_272,Explicit,The Dormouse,0.0,CANDIDATE_UNSEEN,0
AlicesAdventuresInWonderland_273,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_273,Explicit,Hare,0.2747535208495828,AVAILABLE,0
AlicesAdventuresInWonderland_273,Explicit,Alice,0.13391136283972757,AVAILABLE,0
AlicesAdventuresInWonderland_274,Explicit,The Hatter,0.0,BELOW_MIN_QUOTES,1
AlicesAdventuresInWonderland_274,Explicit,Hare,0.3470267843174466,AVAILABLE,0
AlicesAdventuresInWonderland_274,Explicit,The Dormouse,0.0,BELOW_MIN_QUOTES,0
AlicesAdventuresInWonderland_274,Explicit,Alice,0.27260794523122256,AVAILABLE,0
AlicesAdventuresInWonderland_275,Anaphoric,The Hatter,0.0,BELOW_MIN_QUOTES,1
